Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
7200,305,Abashiri Ikka,"Action, Comedy, Shounen",OVA,4,5.64,2000,0
7201,2839,Ariel Visual,"Action, Comedy, Mecha, Sci-Fi",OVA,2,5.64,653,0
7202,22411,Asa ga Kuru mae ni: Sasurai Version,"Music, Romance",Music,1,5.64,187,0
7203,2622,Big Wars: Kami Utsu Akaki Kouya ni,"Action, Military, Sci-Fi, Space",OVA,1,5.64,1512,0
7204,6797,Docchi ni Suru?,Kids,Movie,1,5.64,398,0
7205,30534,Fen Qing,Music,Music,1,5.64,120,0
7206,22955,Francesca,"Comedy, Fantasy",TV,24,5.64,6487,0
7207,10347,Happy Kappy,"Comedy, Fantasy, Shoujo",TV,25,5.64,792,0
7208,964,Hit wo Nerae!,"Comedy, Ecchi",TV,8,5.64,3772,0
7209,18133,Ikeike! Momon-chan,Comedy,TV,15,5.64,443,0
7210,5631,Kaumori,"Drama, Samurai",Movie,1,5.64,663,0
7211,11189,Pair,Music,Music,1,5.64,675,0
7212,30826,Suzakinishi the Animation,"Comedy, Slice of Life",TV,12,5.64,3190,0
7213,15535,Yumekuri,"Seinen, Slice of Life",OVA,1,5.64,4218,0
7214,5447,A-Girl,"Music, Romance, School, Shoujo",OVA,1,5.63,585,0
7215,33462,Bernard-jou Iwaku.,"Comedy, School",TV,12,5.63,9367,0
7216,1741,Hit wo Nerae! Specials,"Comedy, Ecchi",Special,4,5.63,1016,0
7217,29353,Kimi wa Tomodachi,"Adventure, Fantasy, Music",Music,1,5.63,99,0
7218,10360,Kinniku Banzuke: Kongou-kun no Daibouken!,"Action, Shounen, Sports",TV,3,5.63,192,0
7219,33170,Kokoro ga Sakebitagatterunda. x Sony Hi-Res &quot;Walkman&quot; and Headphone,Drama,Special,1,5.63,1038,0
7220,33909,Marine Dreamin&#039;,Music,Music,1,5.63,126,0
7221,17697,Neon The Animation,"Comedy, Historical, Mecha, Police, Slice of Life",ONA,6,5.63,413,0
7222,30324,Obake no Dokurou,"Kids, Supernatural",ONA,1,5.63,655,0
7223,31498,Pan de Peace!,"Comedy, School, Slice of Life",TV,13,5.63,18420,0
7224,30394,Teddy,Slice of Life,Movie,1,5.63,105,0
7225,10355,Twinkle Heart: Gingakei made Todokanai,"Adventure, Comedy, Space",OVA,1,5.63,307,0
7226,1640,Angel&#039;s Feather,"Drama, Fantasy, Romance, Sci-Fi, Shoujo, Shounen Ai, Supernatural",OVA,2,5.62,14248,0
7227,1216,Boku wa Konomama Kaeranai,"Drama, Romance, Shounen Ai",OVA,1,5.62,6148,0
7228,7504,Bologee Story,"Drama, Romance",ONA,1,5.62,336,0
7229,25439,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe Special,"Comedy, Slice of Life",Special,1,5.62,1665,0
7230,10838,Double-J,"Comedy, School, Shounen",TV,11,5.62,8467,0
7231,7450,Kipling Jr.,Comedy,Movie,1,5.62,293,0
7232,2528,Megami Tengoku,"Adventure, Ecchi, Fantasy",OVA,2,5.62,952,0
7233,32950,RS Keikaku: Rebirth Storage,Mecha,Special,1,5.62,4648,0
7234,12993,Sono Mukou no Mukougawa,Music,Music,1,5.62,267,0
7235,13479,Uchuu Kyoudai: Apo&#039;s Dream,"Comedy, Sci-Fi, Space",OVA,1,5.62,2323,0
