Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
8900,31511,Holiday,,Movie,1,6.56,37,0
8901,29587,Home My Home,Kids,Movie,1,4.13,106,0
8902,30134,Hong Gil Dong 2084,"Action, Adventure",Movie,1,5.0,55,0
8903,16556,Hong Kil-dong,"Adventure, Fantasy, Historical",Movie,1,5.08,81,0
8904,30058,Hong Ling Jin Xia,"Action, School",ONA,1,5.85,106,0
8905,6150,Hong Xing Xiao Yong Shi,"Historical, Kids, Slice of Life",Movie,1,6.13,145,0
8906,28263,Honto ni Atta Gakkou Kaidan,"Kids, Mystery, School, Supernatural",OVA,1,6.14,82,0
8907,18309,Hopiwa Chadolbawi,"Action, Adventure, Historical, Shounen",Movie,1,4.85,76,0
8908,30161,Horoscope: Anata no Seiza,Music,Music,1,4.29,50,0
8909,5927,Hoshi Neko Fullhouse,"Comedy, Romance, Sci-Fi",OVA,4,6.18,178,0
8910,11213,Hoshi no Ko Poron,Sci-Fi,TV,260,6.76,117,0
8911,23909,Hoshi no Yuuenchi,"Adventure, Kids, Sci-Fi",OVA,1,5.17,73,0
8912,8191,Hoshi Shinichi Short Short,"Comedy, Sci-Fi",TV,26,6.07,160,0
8913,8192,Hoshi Shinichi Short Short Special,"Comedy, Sci-Fi",Special,1,6.0,106,0
8914,29451,Hoshi Uranai Kirakira,"Kids, Music",Music,1,4.25,91,0
8915,19073,Hoshigari Hime no Bouken,"Fantasy, Kids",OVA,1,5.64,60,0
8916,18747,Hotaru Kagayaku,"Drama, Kids",OVA,1,5.9,70,0
8917,30981,Hotaru no Mau Machi de,"Drama, Kids",OVA,1,6.17,43,0
8918,33396,Hua Jiang Hu Zhi Bu Liang Ren,"Adventure, Drama, Historical, Martial Arts, Romance",ONA,54,8.0,59,0
8919,33305,Hua Jianghu Zhi Ling Zhu,"Action, Drama, Fantasy, Historical, Martial Arts",ONA,41,7.57,171,0
8920,30268,Huang Feihong Yong Chuang Tianxia,"Action, Martial Arts, Shounen",Movie,1,5.17,39,0
8921,19957,Huckleberry no Bouken (Movie),"Adventure, Drama, Historical",Movie,1,5.93,111,0
8922,3414,Hula Kappa,Comedy,TV,78,6.09,168,0
8923,9950,Hulu Xiongdi,"Action, Super Power",TV,13,7.4,170,0
8924,32831,Hungry to Win,"Action, Sports",ONA,1,4.43,97,0
8925,16776,Hurdle,Drama,Movie,1,5.14,109,0
8926,19681,Hustle Punch,"Comedy, Fantasy, Kids",TV,26,6.63,157,0
8927,16824,Hwang-geum-ui Pal,"Shounen, Sports",Movie,1,4.17,68,0
8928,16808,Hwanggeum Cheolin,"Action, Adventure, Demons, Kids, Super Power",Movie,1,4.81,89,0
8929,16560,Hwanggeum Nalgae 1.2.3.,"Action, Mecha, Sci-Fi",Movie,1,4.52,99,0
8930,25091,Hyakubanme no Saru,"Historical, Kids",Movie,1,6.83,57,0
8931,19071,"Hyakumannen Attara, Dousuru?",Kids,OVA,1,5.0,61,0
8932,10238,Hybrid Deka,Comedy,Movie,1,5.0,94,0
8933,22887,Hyokkori Hyoutan Shima,"Adventure, Kids",Movie,1,6.4,59,0
8934,9781,Hyouga Senshi Gaislugger,"Action, Mecha, Sci-Fi",TV,20,6.37,155,0
8935,29671,Hyoutan,Psychological,Movie,1,4.74,88,0
8936,16007,Hyoutan Suzume,Fantasy,Movie,1,5.0,136,0
8937,9902,Hyper ERT,Kids,TV,20,6.0,73,0
8938,31509,Ichi-gan Kuni,,Movie,1,7.17,36,0
8939,28485,Ichiban Chikaku ni,"Drama, Slice of Life",OVA,1,6.0,45,0
8940,6060,Ichigatsu ni wa Christmas,Romance,OVA,1,5.93,247,0
8941,9518,Ichigo Ichie: Kimi no Kotoba,Comedy,TV,13,6.9,274,0
8942,3164,Ichigo Ichie: Koibana Tomobana,Comedy,TV,13,7.1,260,0
8943,26309,Ichimai no Etegami,"Drama, Kids",OVA,1,5.0,56,0
8944,27853,Ichinen Ikkumi,"Kids, School",OVA,1,6.33,45,0
8945,31135,Idea ga Tsukamaranai.,Dementia,Movie,1,4.0,57,0
8946,32254,Ijigen Gattai Mojibakeru Z,"Game, Kids",ONA,1,5.35,59,0
8947,30938,Ijime Juuyon-sai no Message,Drama,OVA,1,5.5,38,0
8948,28483,Ijime wa Zettai Warui!,"Drama, School, Slice of Life",OVA,1,7.67,46,0
8949,26329,Ijimekko Ookami to Nana-chan,"Drama, Kids",OVA,1,8.0,66,0
8950,20079,Ijiwaru Baasan,"Comedy, Slice of Life",TV,39,7.33,87,0
8951,20081,Ijiwaru Baasan (1996),"Comedy, Slice of Life",TV,46,5.75,75,0
8952,29651,Ikedaya Soudou,"Drama, Historical, Samurai",Movie,1,3.85,81,0
8953,21053,Ikemen Kyuugo-tai Nurse Angels,Comedy,TV,10,5.44,95,0
8954,19965,Ikinari Dagon,"Adventure, Fantasy",TV,12,5.63,72,0
8955,28487,Ikite Iru,,OVA,1,5.75,42,0
8956,29814,Ikiteirutte Subarashii!,Kids,Movie,1,4.42,78,0
8957,26227,"Ikitemasu, 15-sai.","Drama, Kids",OVA,1,6.33,53,0
8958,19947,Ikkyuu-san (1978),"Action, School, Sports",TV,26,7.23,167,0
8959,21467,Ikkyuu-san to Yancha Hime,"Comedy, Historical, Kids",Movie,1,6.31,89,0
8960,21475,Ikkyuu-san: Haru Da! Yancha Hime,"Comedy, Historical, Kids",Movie,1,6.86,73,0
8961,23575,Ikkyuu-san: Ooabare Yancha-hime,"Comedy, Historical, Kids",Special,1,5.9,71,0
8962,3973,Ikuze! Gen-san,Comedy,ONA,24,6.24,125,0
8963,34179,Ima no Watashi ni Dekiru Koto...,Sci-Fi,ONA,2,5.4,234,0
8964,24577,Imokawa Mukuzo: Chuugaeri no Maki,Comedy,Movie,1,6.17,79,0
8965,29926,Inaka Nezumi to Machi Nezumi,Kids,Movie,1,4.28,89,0
8966,8786,Inakappe Taishou,"Comedy, Sports",TV,104,6.8,184,0
8967,26299,Inamuranohi,"Drama, Historical, Kids",OVA,1,8.0,47,0
8968,34502,Inazma Delivery,"Action, Comedy, Sci-Fi",TV,10,,32,0
8969,28235,Indie Anibox: Selma Danbaekjil Coffee,"Comedy, Drama, Romance, Samurai, Sci-Fi",Movie,1,7.22,109,0
8970,32227,Inemuri Buu-chan,Kids,Movie,1,4.11,53,0
8971,16259,Inferious Wakusei Senshi Gaiden Condition Green,"Action, Sci-Fi",OVA,6,6.08,116,0
8972,26241,Inochi Kagayaku Akari,"Drama, Kids",OVA,1,5.71,48,0
8973,26297,Inori no Te,"Drama, Historical, Kids",OVA,1,7.0,46,0
8974,14211,Instant History,Historical,TV,312,6.68,155,0
8975,24051,Interior,"Adventure, Comedy",ONA,1,5.06,94,0
8976,29709,Introspection,Dementia,Movie,1,5.29,58,0
8977,24501,Inui-san!,"Comedy, Shoujo",OVA,Unknown,5.2,106,0
8978,10847,Inumarudashi,Comedy,TV,4,5.47,332,0
8979,25109,Inuyama Kamiko no Kireigoto ja Owaranai!,Slice of Life,ONA,2,4.8,107,0
8980,6384,Ippon Bouchou Mantarou,"Action, Seinen",OVA,2,6.2,114,0
8981,33387,Ippou Nippon Mukashibanashi,"Comedy, Fantasy",ONA,12,4.22,63,0
8982,11421,Iruka to Shounen,"Adventure, Kids",TV,13,5.04,118,0
8983,25305,Isewan Taifuu Monogatari,"Drama, Historical",Movie,1,7.4,99,0
8984,19583,Ishii Hisaichi no Dai Seikai,"Comedy, Parody",OVA,1,5.13,56,0
8985,28021,Ishii Hisaichi no Nanda Kanda Gekijou,"Comedy, Martial Arts, Sci-Fi, Space",OVA,2,8.0,62,0
8986,25473,Ishinomori Shoutarou no Rekishi Adventure,"Historical, Samurai",OVA,5,5.86,60,0
8987,32845,Ishitsubutsu Toriatsukaijo,"Drama, Music",Music,1,5.11,72,0
8988,28427,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo,"Comedy, Historical",ONA,Unknown,5.58,115,0
8989,31903,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo (2015),"Comedy, Historical, Shounen",ONA,Unknown,6.0,197,0
8990,10760,Issunboushi,Drama,Movie,1,6.0,120,0
8991,23183,Itazura Post,Comedy,Movie,1,7.0,77,0
8992,20025,Itazura Tenshi Chippo-chan,"Comedy, Kids",TV,240,7.33,82,0
8993,9496,Itoshi no Betty Mamonogatari,"Fantasy, Romance, Seinen",Movie,1,5.39,134,0
8994,32107,Itoshi no Muco OVA,"Comedy, Slice of Life",OVA,1,5.84,154,0
8995,23353,Itsuka no Main: Kaminari Shounen - Tenta Sanjou!,"Action, Drama, Seinen",OVA,1,6.73,100,0
8996,34121,Itsumo Kokoro ni Ho,"Music, Slice of Life",ONA,1,4.86,63,0
8997,28071,Itsumo Kokoro ni Taiyou wo!,"Comedy, Ecchi",TV,16,5.75,96,0
8998,26119,Iwata Kunchi no Obaachan,"Drama, Historical, Kids",OVA,1,6.33,52,0
8999,27561,J League wo 100-bai Tanoshiku Miru Houhou!!,"Comedy, Parody, Sports",Movie,1,4.17,60,0
