Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
11200,31788,Ero Manga! H mo Manga mo Step-up♪,Hentai,OVA,Unknown,7.11,2967,0
11201,6590,Makai Kishi Ingrid,"Demons, Fantasy, Hentai, Martial Arts",OVA,4,7.11,5068,0
11202,18693,Tenioha!: Onnanoko datte Honto wa Ecchi da yo?,Hentai,OVA,2,7.1,3727,0
11203,4763,Tsuma Shibori,"Hentai, Romance",OVA,2,7.11,4230,0
11204,21925,Chichiiro Toiki,Hentai,OVA,2,7.1,4124,0
11205,23479,Itadaki! Seieki♥ Special,Hentai,Special,1,7.1,2815,0
11206,10106,Sweet Home: H na Oneesan wa Suki Desu ka?,"Harem, Hentai",OVA,3,7.1,4175,0
11207,5194,Aneimo,Hentai,OVA,2,7.09,7244,0
11208,10694,Bloods: Inraku no Ketsuzoku 2,Hentai,OVA,2,7.09,7086,0
11209,3771,"Nee, Chanto Shiyou Yo!",Hentai,OVA,5,7.09,6171,0
11210,2446,Nikuyome: Takayanagi Ke no Hitobito,Hentai,OVA,4,7.09,3316,0
11211,4358,Aniyome wa Ijippari,Hentai,OVA,2,7.08,7882,0
11212,16914,Chu Shite Agechau: Oshikake Oneesan no Seikou Chiryou,Hentai,OVA,2,7.08,3659,0
11213,29807,Honoo no Haramase Paidol My★Star Gakuen Z The Animation,Hentai,OVA,1,7.08,2254,0
11214,11321,Nee Summer!,Hentai,OVA,2,7.08,7929,0
11215,20849,Oni Chichi 2: Revenge,Hentai,OVA,2,7.08,6423,0
11216,32518,Shoujo kara Shoujo e...,Hentai,OVA,Unknown,7.08,1964,0
11217,6194,Stretta The Animation,Hentai,OVA,2,7.08,5625,0
11218,8039,Oppai no Ouja 48,Hentai,OVA,2,7.07,3815,0
11219,10280,Uchuu Kaizoku Sara Special,"Hentai, Sci-Fi",Special,1,7.07,2441,0
11220,5902,Hyakujitsu no Bara,"Drama, Yaoi",OVA,2,7.06,17362,0
11221,32063,Kyonyuu Hitozuma Onna Kyoushi Saimin,Hentai,OVA,Unknown,7.06,2045,0
11222,741,Sensitive Pornograph,"Comedy, Drama, Hentai, Romance, Yaoi",OVA,1,7.06,27518,0
11223,13595,"Suki de Suki de, Suki de The Animation",Hentai,OVA,2,7.06,5108,0
11224,19859,Yokujou Bazooka The Animation,Hentai,OVA,1,7.06,2361,0
11225,29809,3Ping Lovers!☆Ippu Nisai no Sekai e Youkoso♪ The Animation,Hentai,OVA,1,7.05,3541,0
11226,13219,Himesama Gentei!,Hentai,OVA,2,7.05,4132,0
11227,12959,Ojousama Yomeiri Kousou!,Hentai,OVA,2,7.05,3853,0
11228,31810,Amakano,Hentai,OVA,Unknown,7.04,2695,0
11229,21001,Dekakute Ecchi na Ore no Ane,Hentai,OVA,1,7.04,3843,0
11230,2432,Discipline,"Hentai, School",OVA,6,7.04,15917,0
11231,17745,Kakushi Dere,Hentai,OVA,3,7.04,3528,0
11232,3992,Himekishi Lilia,"Demons, Fantasy, Hentai, Horror, Magic, Supernatural",OVA,6,7.02,5445,0
11233,3375,Kirepapa.,"Comedy, Drama, Romance, Yaoi",OVA,2,7.02,30628,0
11234,2433,Lingeries,Hentai,OVA,3,7.02,4344,0
11235,3970,Sentakuya Shin-chan,Hentai,OVA,2,7.02,5039,0
11236,3479,Taimanin Asagi,"Action, Demons, Hentai, Martial Arts, Supernatural",OVA,4,7.02,7603,0
11237,30898,Tsunpri,Hentai,OVA,1,7.02,2362,0
11238,2852,Accelerando: Datenshi-tachi no Sasayaki,Hentai,OVA,4,7.0,7484,0
11239,5719,Sex Pistols,"Comedy, Drama, Supernatural, Yaoi",OVA,2,7.0,15885,0
11240,10488,Shocking Pink!,"Harem, Hentai",OVA,2,7.0,3877,0
11241,21363,Tokubetsu Jugyou 3 SLG The Animation,Hentai,OVA,2,7.0,2601,0
11242,5464,Cafe Junkie,Hentai,OVA,2,6.99,7889,0
11243,2136,Front Innocent: Mou Hitotsu no Lady Innocent,Hentai,OVA,1,6.99,7713,0
11244,747,Haru wo Daite Ita,"Drama, Romance, Yaoi",OVA,2,6.99,15269,0
11245,19631,Tayu Tayu,"Harem, Hentai, Romance",OVA,4,6.99,3579,0
11246,5762,15 Bishoujo Hyouryuuki,"Comedy, Harem, Hentai",OVA,3,6.98,11680,0
11247,16642,Ane Koi: Suki Kirai Daisuki.,Hentai,OVA,2,6.98,4115,0
11248,4600,Aneki... My Sweet Elder Sister The Animation,Hentai,OVA,4,6.98,6101,0
11249,31118,Demon Busters: Ecchi na Ecchi na Demon Taiji The Animation,"Demons, Harem, Hentai, School, Supernatural",OVA,1,6.98,2713,0
