Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
8000,30859,Memory of Red,Dementia,Movie,1,4.15,331,0
8001,6833,Ninjutsu Hinotama Kozou: Edo no Maki,Action,Movie,1,4.15,474,0
8002,31689,Requiem (ONA),Dementia,ONA,1,4.11,334,0
8003,29619,Good-by Marilyn,"Dementia, Music",Movie,1,4.08,279,0
8004,4531,Dark Cat,"Action, Demons, Horror, Super Power, Supernatural",OVA,1,4.04,1492,0
8005,31688,Tama Gura Abayo: Moki Yumokyu Superdeluxe,"Dementia, Music",Music,1,4.03,202,0
8006,30438,MILPOM★ Pilot,"Comedy, Shoujo",Special,1,4.02,442,0
8007,29978,001,Comedy,ONA,1,4.0,916,0
8008,22177,Madonna (Movie),Dementia,Movie,1,4.0,248,0
8009,1657,Byston Well Monogatari: Garzey no Tsubasa,Fantasy,OVA,3,3.99,5822,0
8010,22181,Shunga,Dementia,Movie,1,3.99,242,0
8011,28637,Dreams,Dementia,Movie,1,3.98,381,0
8012,2776,Generation of Chaos,"Action, Adventure, Demons, Fantasy, Magic",OVA,1,3.98,1010,0
8013,16436,Tenshi no Drop,"Comedy, Ecchi, Shoujo Ai, Shounen",Special,1,3.96,6308,0
8014,33394,Mahou Shoujo? Naria☆Girls,Magic,TV,12,3.91,3414,0
8015,28657,Red Colored Bridge,Psychological,Movie,1,3.9,450,0
8016,22377,Wonder Momo,"Action, Game, Martial Arts, School",ONA,5,3.9,3218,0
8017,29979,Petting a Dog,Slice of Life,ONA,1,3.88,375,0
8018,22173,Yume 10 Yoru,Dementia,Movie,1,3.88,317,0
8019,16822,Uju Heukgisa,"Action, Sci-Fi, Space",Movie,1,3.87,224,0
8020,31686,Shigeru,"Comedy, Dementia",ONA,1,3.86,411,0
8021,16606,C.L.A.Y.,Horror,ONA,1,3.84,1104,0
8022,6950,Aos,"Dementia, Fantasy",Movie,1,3.83,1080,0
8023,22255,Kanojo no Dokushinshatachi ni Yotte Hadaka ni Sareta Seifuku no Shojo Kenkyuu,"Dementia, Music",Movie,1,3.83,326,0
8024,19315,Pupa,"Fantasy, Horror, Psychological",TV,12,3.82,83652,0
8025,29984,Crayon Angel,Dementia,Movie,1,3.8,322,0
8026,30860,Koumon-teki Juuku Ketsujiru Juke,"Comedy, Dementia, Music",Music,1,3.78,310,0
8027,29995,The Embryo Develops into a Fetus,Dementia,ONA,1,3.76,727,0
8028,7617,The Wash Bird of the Wash Island,"Comedy, Fantasy",ONA,1,3.75,312,0
8029,16602,Dead Girl Trailer,"Horror, Parody, Supernatural, Thriller",ONA,1,3.74,910,0
8030,8689,Born by Myself,Psychological,ONA,1,3.73,935,0
8031,16604,Pinky,"Comedy, Horror",ONA,1,3.71,1254,0
8032,11357,Micro Teukgongdae Diatron 5,"Action, Mecha, Sci-Fi, Space",Movie,1,3.7,398,0
8033,7022,G-senjou no Higeki,"Comedy, Dementia",Movie,1,3.68,562,0
8034,11689,CCW: Crazy Clay Wrestling,Sports,ONA,1,3.68,1030,0
8035,11915,Within the Bloody Woods,Horror,ONA,2,3.65,1099,0
8036,7028,Pop,Comedy,Movie,1,3.63,508,0
