Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
7100,15893,Crash!,"Comedy, Shoujo",Special,3,5.7,1015,0
7101,13259,Kyoto Animation: Ajisai-hen,Magic,Special,1,5.72,2682,0
7102,2780,Kyoufu no Bio Ningen Saishuu Kyoushi,"Action, Adventure, Comedy, School, Supernatural",OVA,1,5.72,1628,0
7103,7524,Mahou no Pen,Historical,Movie,1,5.72,152,0
7104,33910,Marine Bloomin&#039;,Music,Music,1,5.72,123,0
7105,30576,Pareo wa Emerald,Music,Music,1,5.72,128,0
7106,28401,Q Transformers: Kaette Kita Convoy no Nazo,"Mecha, Parody, Slice of Life",TV,13,5.72,404,0
7107,6390,R20: Ginga Kuukou,Sci-Fi,Special,1,5.72,563,0
7108,32781,Refrain,Music,Music,1,5.72,104,0
7109,10407,Shimanchu MiRiKa,Slice of Life,Special,1,5.72,267,0
7110,12603,Tora-chan to Hanayome,Drama,Movie,1,5.72,386,0
7111,3929,Ugokie Kori no Tatehiki,"Comedy, Supernatural",Movie,1,5.72,580,0
7112,1745,Wild 7 Another Bouryaku Unga,"Action, Adventure, Police, Shounen",TV,13,5.72,339,0
7113,1244,Ankoku Shindenshou Takegami,"Action, Drama, Mecha, Sci-Fi, Supernatural",OVA,3,5.71,912,0
7114,2053,Capricorn,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",OVA,1,5.71,1207,0
7115,4150,Cosmos Pink Shock,"Comedy, Parody, Sci-Fi, Space",OVA,1,5.71,981,0
7116,10417,Gyo,Horror,OVA,1,5.71,27005,0
7117,31618,Kanojo ga Kanji wo Suki na Riyuu.,"School, Slice of Life",ONA,2,5.71,449,0
7118,5051,Macross XX,"Action, Mecha",Special,1,5.71,1609,0
7119,22469,Minihams no Kekkon Song,"Kids, Music",Music,1,5.71,147,0
7120,3743,Murder,"Mystery, Parody, Vampire",Movie,1,5.71,963,0
7121,2785,OZ,"Action, Drama, Military, Sci-Fi, Shoujo",OVA,2,5.71,720,0
7122,1027,Psychic Force,"Action, Sci-Fi, Shounen, Super Power",OVA,2,5.71,1069,0
7123,1338,Shin Megami Tensei: Tokyo Mokushiroku,"Action, Horror, Sci-Fi",OVA,2,5.71,2871,0
7124,12501,Ai Mai! Moe Can Change!,"Comedy, Sci-Fi",OVA,1,5.7,4953,0
7125,31904,Big Order (TV),"Action, Shounen, Super Power",TV,10,5.7,84079,0
7126,10780,Dead Heat,"Action, Mecha, Sci-Fi, Sports",OVA,1,5.69,495,0
7127,6777,Densha Kamo Shirenai,Music,Music,1,5.7,528,0
7128,24123,Kaette Kita Top wo Nerae! Kagaku Kouza,"Comedy, Mecha, Sci-Fi",Special,2,5.7,864,0
7129,21663,Last Orders,"Action, Samurai, Sci-Fi",Special,1,5.7,395,0
7130,20869,Nulu-chan to Boku,"Comedy, Fantasy",ONA,1,5.7,141,0
7131,25271,Shinano Mainichi Shinbun,Slice of Life,Special,1,5.71,1153,0
7132,3070,Wakusei Daikaiju Negadon,"Action, Fantasy, Mecha, Military, Sci-Fi, Space",Movie,1,5.7,812,0
7133,24437,World Fool News,"Comedy, Slice of Life",ONA,6,5.7,268,0
7134,11447,Yuureisen,Supernatural,Movie,1,5.7,609,0
7135,2453,Dennou Sentai Voogie&#039;s★Angel,"Action, Drama, Mecha, Military, Sci-Fi",OVA,3,5.69,1132,0
7136,13083,Fushigi na Kusuri,Slice of Life,Movie,1,5.69,218,0
7137,1160,Gundress,"Action, Mecha, Sci-Fi",Movie,1,5.69,2005,0
7138,34013,Hagane Orchestra,"Adventure, Comedy",TV,12,5.69,1499,0
7139,20329,Koroshiya-san: The Hired Gun,"Action, Comedy, Police, Seinen, Thriller",TV,10,5.69,4608,0
7140,19925,KY Kei JC Kuukichan,"Comedy, School",ONA,6,5.69,394,0
7141,6978,Kyoufu Densetsu Kaiki! Frankenstein,"Drama, Horror, Sci-Fi",Special,1,5.69,578,0
7142,22225,Momo Kyun Sword,"Comedy, Ecchi, Fantasy",TV,12,5.69,19246,0
7143,16371,Peeping Life: The Perfect Emotion,"Comedy, Slice of Life",OVA,10,5.69,349,0
7144,11659,Pink Mizu Dorobou Ame Dorobou,"Adventure, Comedy, Fantasy, Shounen",Movie,1,5.7,339,0
7145,7862,Transformers: Robot Masters,Mecha,Special,2,5.69,485,0
7146,2384,Yakusai Kochou,"Comedy, Ecchi, Supernatural",OVA,1,5.69,1025,0
7147,32737,009 Re:Cyborg x Zip,"Comedy, Super Power",ONA,10,5.68,198,0
7148,8220,Baby Felix,"Comedy, Kids",TV,65,5.68,240,0
7149,25991,Bishoujo Mobage: Mobami-chan,Fantasy,ONA,1,5.68,763,0
7150,2058,Delpower X Bakuhatsu Miracle Genki!,"Action, Comedy, Mecha, Parody, School, Sci-Fi",OVA,1,5.68,644,0
7151,9650,Dream C Club Pure Songs Clips,Music,Music,2,5.68,358,0
7152,8626,Good Morning,"Music, Slice of Life",Music,1,5.68,1381,0
7153,24321,Hoka Hoka Oden no Uta,Music,Music,1,5.68,394,0
7154,3661,Joker: Marginal City,"Action, Romance, Sci-Fi",OVA,1,5.68,533,0
7155,2524,Jungle de Ikou!,"Action, Adventure, Comedy, Ecchi, Magic",OVA,3,5.68,3185,0
7156,5799,Kaede New Town,"Comedy, Romance, School, Slice of Life",Movie,1,5.68,344,0
7157,4398,Kuro Nyago,Fantasy,Movie,1,5.68,1979,0
7158,19337,Momoya x Peeping Life: Go en Desu yo!,Slice of Life,ONA,4,5.68,218,0
7159,8297,Planzet,"Action, Mecha, Sci-Fi",Movie,1,5.68,2923,0
7160,1656,PostPet Momobin,"Comedy, Kids",TV,24,5.68,215,0
7161,5193,Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,Kids,ONA,1,5.68,155,0
7162,23917,Sora wa Koko ni Aru,Music,Music,1,5.68,140,0
7163,2779,Sotsugyou M: Ore-tachi no Carnival,"Drama, School",OVA,2,5.68,1268,0
7164,1343,Violence Jack: Hell&#039;s Wind-hen,"Action, Drama, Horror",OVA,1,5.68,3182,0
7165,9861,Anime Tenchou Movie,"Action, Parody",Movie,1,5.67,1280,0
7166,1667,Barom One,"Action, Sci-Fi, Shounen, Supernatural",TV,13,5.67,772,0
7167,2220,Be-Boy Kidnapp&#039;n Idol,"Drama, Shounen Ai",OVA,1,5.67,4311,0
7168,503,Eien no Aselia,"Adventure, Drama, Fantasy",OVA,2,5.67,3132,0
7169,25975,I Love Sky,"Comedy, Kids",Special,1,5.67,121,0
7170,33544,InaDan Movie x Mameshiba Collab CM,"Comedy, Kids, Sports",Special,2,5.67,199,0
7171,13375,Kyoto Animation: Sora-hen,Slice of Life,Special,1,5.67,2306,0
7172,1708,Majuu Sensen: The Apocalypse,"Action, Fantasy",TV,13,5.67,747,0
7173,22093,Mayonaka wa Junketsu,"Action, Music",Music,1,5.67,162,0
7174,33449,Moving Colors,Dementia,Movie,1,5.67,109,0
7175,1937,Nakoruru: Ano Hito kara no Okurimono,"Drama, Fantasy, Historical, Supernatural",OVA,1,5.67,1014,0
7176,24201,Rakugaki Picasso,Music,Music,1,5.67,310,0
7177,19287,Reunion (Music),Music,Music,1,5.67,1229,0
7178,3511,Riki-Oh 2: Horobi no Ko,"Action, Martial Arts, Seinen, Super Power",OVA,1,5.67,725,0
7179,15653,Stay the Same,"Kids, Music",Music,1,5.67,160,0
7180,1052,Tokyo Juushouden,"Action, Adventure, Shounen, Supernatural",OVA,3,5.67,1001,0
7181,18231,Vanquished Queens Specials,Ecchi,Special,4,5.67,2670,0
7182,26015,Backkom: Jung-gug Gijeogwi,"Comedy, Kids",Special,1,5.66,117,0
7183,1105,Digital Juice,"Comedy, Psychological",OVA,6,5.66,3880,0
7184,25293,Futago no Mahoutsukai Lico to Gli,"Magic, Music",ONA,4,5.66,237,0
7185,10258,Gokicha!!,Comedy,ONA,2,5.66,5615,0
7186,434,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,"Action, Adventure, Fantasy",OVA,1,5.66,3367,0
7187,7721,Meat or Die,"Adventure, Comedy",ONA,12,5.66,161,0
7188,11799,Midori no Neko,Mystery,OVA,1,5.66,556,0
7189,20857,Nebula feat. Hatsune Miku,Music,Music,1,5.66,1006,0
7190,24197,E no Umakatta Tomodachi,Music,Music,1,5.65,360,0
7191,29515,Happy ComeCome,"Comedy, Sci-Fi, Slice of Life",Movie,1,5.65,758,0
7192,30766,Homé-Pato the Movie,Cars,ONA,1,5.65,217,0
7193,6061,Maryuu Senki,"Fantasy, Horror",OVA,3,5.65,812,0
7194,1820,Power Dolls,"Action, Adventure, Mecha, Sci-Fi",OVA,2,5.65,921,0
7195,13857,Souhaku Shisuferia,Music,Music,1,5.65,261,0
7196,9662,Timing,"Horror, Psychological",ONA,1,5.65,558,0
7197,4927,Tomoe ga Yuku!,"Adventure, Drama",OVA,2,5.65,317,0
7198,30862,Yubi wo Nusunda Onna,,Movie,1,5.65,223,0
7199,7374,100%,Drama,OVA,1,5.64,363,0
