Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
6000,25495,fake!fake!,Music,Music,1,6.28,548,0
6001,3294,Gasshin Sentai Mechander Robo,"Mecha, Military, Mystery, Sci-Fi, Space",TV,35,6.28,287,0
6002,33808,Girlfriend (Note),"Music, School",ONA,3,6.28,1942,0
6003,3020,Gu-Gu Ganmo,"Comedy, School",TV,50,6.28,259,0
6004,11005,Holy Knight,"Ecchi, Fantasy, School, Seinen, Supernatural, Vampire",OVA,2,6.28,20589,0
6005,1427,Lupin III: Ikiteita Majutsushi,"Adventure, Comedy, Shounen",OVA,1,6.28,2697,0
6006,5723,Mobile Suit Gundam: More Information on the Universal Century,"Mecha, Military, Sci-Fi, Space",Special,10,6.28,1350,0
6007,1139,Monkey Magic,"Adventure, Fantasy, Kids",TV,13,6.28,356,0
6008,16335,Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special,"Action, Mecha, Military, Sci-Fi",Special,1,6.28,5477,0
6009,838,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,"Drama, Seinen, Thriller",TV,13,6.28,18031,0
6010,2083,Natsuki Crisis,"Action, Martial Arts, School",OVA,2,6.28,1186,0
6011,14519,Neko Ramen: Ore no Shouyu Aji,Comedy,ONA,13,6.28,256,0
6012,439,RG Veda,"Adventure, Drama, Fantasy",OVA,2,6.28,5070,0
6013,14583,Rinne no Lagrange Specials,Comedy,Special,6,6.28,3291,0
6014,5314,Rokumon Tengai Mon Colle Knights Movie: Densetsu no Fire Dragon,"Adventure, Comedy, Fantasy",Movie,1,6.28,350,0
6015,10201,Senkou no Night Raid Picture Drama,"Action, Historical, Super Power",Special,1,6.28,1543,0
6016,3599,Shin Kujakuou,"Action, Demons, Horror",OVA,2,6.28,743,0
6017,11791,Sore Ike! Anpanman: Ruby no Negai,"Comedy, Kids, Magic",Movie,1,6.28,162,0
6018,17963,"Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...","Mecha, Sci-Fi",Movie,1,6.28,302,0
6019,9002,True Tears: Raigomaru to Jibeta no Monogatari,Kids,Special,1,6.28,5110,0
6020,2301,Uchuu no Kishi Tekkaman Blade OVA: Missing Link,"Action, Mecha, Sci-Fi, Shounen",OVA,1,6.28,1056,0
6021,29123,World Calling,Music,Music,1,6.28,578,0
6022,5474,Yobarete Tobidete Akubi-chan,"Comedy, Fantasy, Kids",TV,26,6.28,233,0
6023,14231,Akuemon,"Fantasy, Romance",OVA,1,6.27,453,0
6024,1202,Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,"Action, Adventure, Fantasy, Magic, Sci-Fi",OVA,1,6.27,10531,0
6025,18767,BlazBlue: Alter Memory,"Action, Fantasy",TV,12,6.27,52965,0
6026,23365,By Your Side,Music,Music,1,6.27,550,0
6027,2981,Chika Gentou Gekiga: Shoujo Tsubaki,"Drama, Historical, Horror",Movie,1,6.27,8214,0
6028,18755,Donyatsu,"Comedy, Sci-Fi, Seinen",Movie,12,6.27,2168,0
6029,7491,Dragon Quest Retsuden: Roto no Monshou,"Adventure, Fantasy, Magic, Shounen",Movie,1,6.27,590,0
6030,33045,Dream Festival!,Music,ONA,12,6.27,4761,0
6031,4003,Dream Hunter Rem,"Ecchi, Magic",OVA,4,6.27,1442,0
6032,23409,Duel Masters VS,"Action, Adventure, Comedy, Shounen",TV,49,6.27,374,0
6033,1324,Earthian,"Drama, Shoujo, Shounen Ai",OVA,4,6.27,5394,0
6034,498,Haja Taisei Dangaiou,"Action, Adventure, Mecha, Sci-Fi",OVA,3,6.27,2350,0
6035,14095,Kamen Rider Fourze x Crayon Shin-chan,"Action, Comedy, Kids, Shounen",Special,4,6.27,440,0
6036,2049,Kouryuu Densetsu Villgust,"Action, Adventure, Comedy, Fantasy, Romance",OVA,2,6.27,1079,0
6037,17815,Kyoto Animation: Kasa-hen,Fantasy,Special,1,6.27,2317,0
6038,4129,Mahou no Tenshi Creamy Mami: Curtain Call,"Comedy, Music, Shoujo",Music,1,6.27,298,0
6039,12449,Maken-Ki! Specials,"Ecchi, Sports",Special,6,6.27,13691,0
6040,29765,Metropolis (2009),,Movie,1,6.27,313,0
6041,7415,Mukougaoka Chisato wa Tada Mitsumeteita no Datta,Music,Music,1,6.27,794,0
6042,10481,Otohime Connection,"Drama, Mystery, Romance, Shoujo, Slice of Life",OVA,1,6.27,259,0
6043,2332,Plastic Little,"Action, Adventure, Comedy, Ecchi, Mecha, Military, Romance, Sci-Fi",OVA,1,6.27,7287,0
6044,7468,Princess Lover! Picture Drama,"Comedy, Ecchi, Harem, School",Special,6,6.27,7132,0
6045,11547,Sengoku☆Paradise Kiwami,"Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo",TV,26,6.27,3473,0
6046,10525,Shinseiki Duel Masters Flash,"Comedy, Kids",TV,24,6.27,314,0
6047,32309,Tabi Machi Late Show,Drama,TV,4,6.27,5430,0
6048,686,To Heart: Remember My Memories Specials,"Comedy, Martial Arts, Parody, Samurai, Sci-Fi, Super Power",Special,7,6.27,2198,0
6049,9794,Tono to Issho 1.5,"Comedy, Historical, Parody, Samurai, Seinen",OVA,1,6.27,462,0
6050,648,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,"Comedy, Drama, Harem, Romance, Sci-Fi",TV,13,6.27,5200,0
6051,4484,"Umi no Yami, Tsuki no Kage","Drama, Horror, Romance",OVA,3,6.27,483,0
6052,20053,Wizard Barristers: Benmashi Cecil,Magic,TV,12,6.27,38188,0
6053,5133,100-man-nen Chikyuu no Tabi: Bander Book,Sci-Fi,Special,1,6.26,429,0
6054,6074,21 Emon Uchuu ike! Hadashi no Princess,"Comedy, Sci-Fi, Space",Movie,1,6.26,260,0
6055,2689,Akai Koudan Zillion: Utahime Yakyoku,"Adventure, Sci-Fi, Shounen",Special,1,6.26,533,0
6056,21523,Baku Tech! Bakugan Gachi,"Action, Game, Shounen",TV,39,6.26,690,0
6057,2823,Barbapapa,"Comedy, Fantasy",TV,45,6.26,1385,0
6058,5289,Beast Wars Second: LioConvoy in Imminent Danger!,"Action, Adventure, Sci-Fi",Movie,1,6.26,685,0
6059,12877,Bokurano Recap,"Drama, Mecha, Psychological, Sci-Fi",Special,1,6.26,1737,0
6060,2830,Chibikko Remi to Meiken Kapi,"Adventure, Drama, Slice of Life",Movie,1,6.26,351,0
6061,1283,Choujuu Densetsu Gestalt,"Adventure, Comedy, Fantasy, Shoujo",OVA,2,6.26,2601,0
6062,7290,Cyborg 009: Kaijuu Sensou,"Action, Adventure, Sci-Fi",Movie,1,6.26,806,0
6063,2287,Fighting Foodons,"Adventure, Comedy, Fantasy, Game, Shounen",TV,26,6.26,2580,0
6064,1056,Good Morning Call,"Comedy, Drama, Romance, School, Shoujo",OVA,1,6.26,3970,0
6065,10477,Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special,"Comedy, Sci-Fi",Special,1,6.26,8434,0
6066,4713,Heart no Kuni no Alice: Wonderful Wonder World,"Fantasy, Harem, Romance, Shoujo",Movie,1,6.26,20532,0
6067,3406,iDOLM@STER Xenoglossia Specials,"Comedy, Mecha, Sci-Fi",Special,9,6.26,2377,0
6068,5876,Izumo,"Adventure, Fantasy, Historical",OVA,2,6.26,276,0
6069,9951,Jiu Se Lu,Supernatural,Movie,1,6.26,775,0
6070,2092,Kiss wa Hitomi ni Shite,"Comedy, Romance, Shoujo",OVA,1,6.26,356,0
6071,1909,Kusatta Kyoushi no Houteishiki,"Comedy, Romance, Shounen Ai",OVA,2,6.26,2649,0
6072,13789,Little Nemo Pilot,Adventure,Special,1,6.26,407,0
6073,8792,Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,Comedy,OVA,1,6.26,6996,0
6074,32927,Mobile Suit Gundam UC: A Phantom World,"Action, Mecha",Special,1,6.25,383,0
6075,5584,New Dream Hunter Rem: Setsuriku no Mudenmekyu,"Ecchi, Magic",OVA,1,6.26,502,0
6076,7876,Oz no Mahoutsukai,Fantasy,Movie,1,6.26,357,0
6077,20555,SoniAni: Super Sonico The Animation,"Music, Slice of Life",TV,12,6.26,45748,0
6078,854,Soul Link,"Action, Adventure, Comedy, Military, Romance, Sci-Fi, Space",TV,12,6.26,14641,0
6079,33902,Suntory Minami Alps no Tennen Mizu,"Drama, School",Special,3,6.26,3700,0
6080,2388,Tachiguishi Retsuden,Comedy,Movie,1,6.26,445,0
6081,31221,Tantei Team KZ Jiken Note,"Mystery, School",TV,16,6.26,9410,0
6082,5462,Top wo Nerae! Kagaku Kouza,"Comedy, Sci-Fi",Special,6,6.26,5479,0
6083,28251,Uribyeol ilhowa ulrookso,"Comedy, Kids, Magic, Romance",Movie,1,6.22,283,0
6084,31551,Yurumates 3D Plus: Natsuyasumi Maison du Wish Report,"Comedy, Seinen, Slice of Life",OVA,1,6.26,280,0
6085,14949,Yurumates 3D: Ushinawareta Genjitsu,"Comedy, Seinen, Slice of Life",OVA,1,6.26,1095,0
6086,7739,11eyes: Momoiro Genmutan,"Comedy, Ecchi, Super Power, Supernatural",Special,1,6.25,28144,0
6087,8216,Aa Harimanada,"Martial Arts, Seinen, Sports",TV,23,6.25,640,0
6088,1224,Aquarian Age: Sign for Evolution,"Action, Adventure, Fantasy, Music, Romance, Sci-Fi, Shounen, Super Power, Supernatural",TV,13,6.25,9268,0
6089,5421,Ark,"Action, Fantasy, Mecha, Military, Sci-Fi, Supernatural",Movie,1,6.25,721,0
6090,2414,Assemble Insert,"Comedy, Police, Sci-Fi",OVA,2,6.25,1566,0
6091,22547,Blade &amp; Soul,"Action, Adventure, Fantasy, Martial Arts",TV,13,6.25,72692,0
6092,7597,"Boku, Otaryman.","Comedy, Seinen, Slice of Life",OVA,1,6.25,3294,0
6093,11705,Dragon Age: Blood Mage no Seisen,"Action, Fantasy",Movie,1,6.25,6341,0
6094,5689,Eien no Filena,"Adventure, Drama, Fantasy",OVA,6,6.25,301,0
6095,426,Final Fantasy,"Action, Adventure, Comedy, Fantasy",OVA,4,6.25,10325,0
6096,7867,Gon,"Action, Adventure, Kids",TV,50,6.25,917,0
6097,24127,Hashi no Mukou,"Historical, Horror, Supernatural",ONA,1,6.25,792,0
6098,2545,Huckleberry no Bouken,"Adventure, Drama, Historical",TV,26,6.25,748,0
6099,32548,Imawa no Kuni no Alice,Action,ONA,1,6.25,824,0
