Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
11700,2430,Gekka Bijin,Hentai,OVA,2,6.23,1487,0
11701,4084,Inma Youjo,"Fantasy, Hentai, Horror, Supernatural",OVA,5,6.23,1065,0
11702,10845,Manyuu Hikenchou Specials,"Action, Ecchi, Seinen, Yuri",Special,4,6.23,6179,0
11703,1636,Ai Shimai Tsubomi... Kegashite Kudasai,Hentai,OVA,2,6.22,3932,0
11704,2506,Imouto,Hentai,OVA,1,6.22,2476,0
11705,9312,Mofukuzuma,Hentai,OVA,2,6.22,3060,0
11706,10429,Otoko no Ko Ojousama,Hentai,OVA,1,6.22,1572,0
11707,2342,Shin Choujin Densetsu Urotsukidouji Mataiden,"Demons, Fantasy, Hentai, Horror, Sci-Fi",OVA,2,6.22,676,0
11708,4701,Yama Hime no Mi,Hentai,OVA,3,6.22,2185,0
11709,6635,Ayatsuri Haramase DreamNote,Hentai,OVA,2,6.21,3670,0
11710,10327,Cosplay Roshutsu Kenkyuukai,Hentai,OVA,2,6.21,2401,0
11711,3578,Daraku: Onna Kyoushi Hakai,Hentai,OVA,3,6.21,2338,0
11712,10570,Inshitsu Otaku ni Ikareru Kanojo,Hentai,OVA,3,6.21,2730,0
11713,13379,Okusama wa Michael,Hentai,OVA,2,6.21,1832,0
11714,3301,Septem Charm Magical Kanan,"Hentai, Magic, Romance, School",OVA,4,6.21,1381,0
11715,4493,Shameshrine Andorora,"Hentai, Sci-Fi",OVA,1,6.21,1522,0
11716,1632,Shintaisou: Shin,"Hentai, School",OVA,2,6.21,2787,0
11717,5565,Spiral Over,Hentai,OVA,1,6.21,514,0
11718,29852,Boku no Yayoi-san,Hentai,OVA,2,6.2,1915,0
11719,3105,Chikansha Thomas,Hentai,OVA,1,6.2,2068,0
11720,6689,Hitozuma Koukan Nikki,Hentai,OVA,2,6.2,2014,0
11721,3833,Issunboushi (OVA),Hentai,OVA,2,6.2,1156,0
11722,2794,Kussetsu,Hentai,OVA,3,6.2,642,0
11723,2935,Ryokan Shirasagi,Hentai,OVA,2,6.2,1307,0
11724,10043,Sailor Fuku Shinryou Tsumaka,Hentai,OVA,2,6.2,1442,0
11725,26059,Samurai Hormone The Animation,Hentai,OVA,1,6.2,1433,0
11726,4555,Yakata Jukujo,Hentai,OVA,2,6.2,2054,0
11727,21513,Imako System,Hentai,OVA,2,6.19,2111,0
11728,10938,Innocent: Shoujo Memoria,Hentai,OVA,1,6.19,1523,0
11729,3254,Luv Wave,"Action, Drama, Hentai, Horror, Mystery, Police, Romance, Sci-Fi",OVA,3,6.19,1258,0
11730,3109,Mei King,"Adventure, Comedy, Fantasy, Hentai",OVA,4,6.19,1106,0
11731,213,Pia Carrot e Youkoso!!,"Comedy, Hentai, Romance",OVA,3,6.19,2108,0
11732,10920,Seikon no Qwaser II Picture Drama,"Ecchi, Yuri",Special,4,6.19,6874,0
11733,2447,Chibo,Hentai,OVA,2,6.18,3195,0
11734,2266,Gakuen no Shuryousha,Hentai,OVA,2,6.18,1489,0
11735,32982,Imakara Atashi......,Hentai,OVA,2,6.17,875,0
11736,3307,Moke Moke Taishou Dendo Musume Arisa,"Hentai, Mecha",OVA,2,6.18,3321,0
11737,9008,Netorare Fighter Yaricchingu!,Hentai,OVA,3,6.18,1873,0
11738,3038,Senya Ichiya Monogatari,"Fantasy, Hentai",Movie,1,6.18,1394,0
11739,4000,Canary wa Kago no Naka,Hentai,OVA,2,6.17,1175,0
11740,2137,Haitokuzuma,Hentai,OVA,2,6.17,2446,0
11741,3795,Hana to Hebi The Animation,Hentai,OVA,3,6.17,1394,0
11742,4009,Heisa Byoutou,Hentai,OVA,2,6.17,1072,0
11743,1390,Parade Parade,"Hentai, Music, Yuri",OVA,2,6.17,1539,0
11744,5665,Shin Ruri-iro no Yuki,Hentai,OVA,4,6.17,375,0
11745,6691,Elf no Futagohime: Willan to Arsura,Hentai,OVA,1,6.16,1921,0
11746,30132,Etsuraku no Tane The Animation,Hentai,OVA,1,6.16,1789,0
11747,5117,Kokudo Oh,"Fantasy, Hentai",OVA,5,6.16,776,0
11748,2370,Ryojoku no Rensa,Hentai,OVA,2,6.16,2453,0
11749,3911,Shuukaku no Yoru,Hentai,OVA,2,6.16,1558,0
11750,31101,"Aniki no Yome-san nara, Ore ni Hamerarete Hiihii Itteru Tokoro Da yo",Hentai,OVA,1,6.15,1807,0
11751,7573,Bakunyuu Bomb,Hentai,OVA,3,6.15,2164,0
11752,28169,Buta no Gotoki Sanzoku ni Torawarete Shojo wo Ubawareru Kyonyuu Himekishi &amp; Onna Senshi,Hentai,OVA,Unknown,6.14,1992,0
11753,4480,Ryoujoku Guerrilla Kari 3,Hentai,OVA,2,6.15,1224,0
11754,4653,Shakkin Shimai,"Hentai, School",OVA,2,6.15,2195,0
11755,6694,Triangle Blue,Hentai,OVA,2,6.15,3602,0
11756,4011,Binetsukko ♭37℃ The Animation,"Harem, Hentai, School",OVA,2,6.14,1925,0
11757,2435,Choubatsu Yobikou,"Hentai, School",OVA,2,6.14,1818,0
11758,2530,G-Taste,"Hentai, Yuri",OVA,7,6.14,3466,0
11759,9487,Hitou Meguri Kakure Yu,Hentai,OVA,2,6.14,3577,0
11760,1405,Tokio Kidou Police,"Comedy, Hentai, Parody, Romance",OVA,2,6.14,1135,0
11761,4562,Chikan Juunin-tai The Animation,Hentai,OVA,5,6.13,1270,0
11762,2343,Choujin Densetsu Urotsukidouji: Mirai-hen,"Demons, Fantasy, Hentai, Horror, Sci-Fi",OVA,4,6.13,1736,0
11763,2989,Classmate no Okaasan,"Hentai, School",OVA,2,6.13,2548,0
