Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
2100,9925,Amagami SS: Tachibana Miya-hen - Imouto,School,Special,1,7.35,31019,0
2101,30206,Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,Comedy,Special,1,7.35,30342,0
2102,2116,Captain Tsubasa,"Action, Shounen, Sports",TV,128,7.35,36623,0
2103,1723,Clannad Movie,"Drama, Fantasy, Romance, School",Movie,1,7.35,99506,0
2104,61,D.N.Angel,"Action, Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,26,7.35,126914,0
2105,31163,Dimension W,"Action, Sci-Fi, Seinen",TV,12,7.36,130028,0
2106,3230,Druaga no Tou: The Aegis of Uruk,"Adventure, Comedy, Fantasy",TV,12,7.35,69683,0
2107,2484,Gear Fighter Dendoh,"Action, Adventure, Mecha, School, Sci-Fi, Space",TV,38,7.35,1548,0
2108,19951,Hunter x Hunter Movie: The Last Mission,"Action, Adventure, Shounen, Super Power",Movie,1,7.35,37633,0
2109,3418,Jungle no Ouja Taa-chan,"Action, Comedy, Parody",TV,50,7.35,801,0
2110,2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,"Adventure, Drama, Historical, Slice of Life",TV,50,7.35,1794,0
2111,3229,Kimi ga Aruji de Shitsuji ga Ore de,"Comedy, Ecchi, Harem, Parody, Romance",TV,13,7.35,66236,0
2112,3245,Kindaichi Shounen no Jikenbo Specials,"Mystery, Shounen",Special,2,7.35,1194,0
2113,3272,Kinnikuman,"Adventure, Comedy, Shounen, Sports",TV,137,7.35,3623,0
2114,1516,Kirarin☆Revolution,"Comedy, Drama, Romance, Shoujo",TV,153,7.35,14932,0
2115,32245,Kuromukuro,"Action, Mecha, Sci-Fi",TV,26,7.35,46323,0
2116,11777,Lupin III: Chi no Kokuin - Eien no Mermaid,"Action, Adventure, Comedy, Shounen",Special,1,7.35,3069,0
2117,1967,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.35,6326,0
2118,3467,Nogizaka Haruka no Himitsu,"Comedy, Romance",TV,12,7.35,80820,0
2119,16468,One Piece: Glorious Island,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,2,7.35,12922,0
2120,2385,One Piece: Jango no Dance Carnival,"Comedy, Fantasy, Shounen",Movie,1,7.35,22157,0
2121,195,Onegai☆Teacher,"Comedy, Drama, Romance, School, Sci-Fi",TV,12,7.35,99558,0
2122,3887,Ookiku Furikabutte Special,"Drama, Sports",Special,1,7.35,8478,0
2123,30714,Owari no Seraph: Owaranai Seraph,"Comedy, Police, Shounen, Supernatural, Vampire",Special,9,7.35,22823,0
2124,13073,Prince of Tennis: Another Story II - Ano Toki no Bokura OVA Bonus,"Shounen, Sports",Special,2,7.35,2978,0
2125,21073,Puchimas!!: Petit Petit iDOLM@STER,"Comedy, Slice of Life",ONA,74,7.35,5359,0
2126,25647,Sabagebu! Specials,"Action, Comedy, Military, Shoujo",Special,6,7.35,9065,0
2127,13055,Sankarea OVA,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",OVA,2,7.35,51997,0
2128,24029,Shijou Saikyou no Deshi Kenichi Specials,"Action, Comedy, Martial Arts, School, Shounen",Special,4,7.35,4258,0
2129,28621,Subete ga F ni Naru: The Perfect Insider,"Mystery, Psychological, Sci-Fi",TV,11,7.35,81230,0
2130,9241,Super Robot Taisen OG: The Inspector,"Action, Mecha, Sci-Fi, Space",TV,26,7.35,5962,0
2131,390,Suzuka,"Drama, Romance, Sports",TV,26,7.35,64161,0
2132,21881,Sword Art Online II,"Action, Adventure, Fantasy, Game, Romance",TV,24,7.35,537892,0
2133,16417,Tamako Market,"Comedy, Slice of Life",TV,12,7.35,128529,0
2134,2500,The Cockpit,"Historical, Military",OVA,3,7.35,5053,0
2135,30901,Utawarerumono: Itsuwari no Kamen,"Action, Drama, Fantasy",TV,25,7.35,55851,0
2136,13677,Ao no Exorcist Movie Special,"Comedy, Parody",Special,1,7.34,20543,0
2137,9120,Beelzebub: Hirotta Akachan wa Daimaou!?,"Action, Comedy, Demons, School, Shounen, Supernatural",Special,1,7.34,21212,0
2138,8915,Dantalian no Shoka,"Action, Historical, Mystery, Supernatural",TV,12,7.34,84779,0
2139,2803,Densetsu no Yuusha Da Garn,"Mecha, Sci-Fi, Shounen",TV,46,7.34,1897,0
2140,6988,Doraemon Movie 30: Nobita no Ningyo Daikaisen,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.34,1191,0
2141,11053,Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.34,849,0
