,Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
0,6600,2065,Gall Force: New Era,"Action, Mecha, Military, Sci-Fi, Space",OVA,2,6.04,950,"The year is 2291, and the citizens live a peaceful existence after the catastrophic war between the humans and the Yuman. This quiet life is about to be shattered, the leader of the Yuman is not convinced the war is over, and now plans to renew hostilities! (Source: AniDB)"
1,6601,18557,High School Agent,"Action, Drama, Military",OVA,2,6.04,219,"Based on a manga by Tanimura Hitoshi, serialized in Comic Burger.Teenager Kanemori Kousuke is a secret agent for the international VN spy network. Using his computer hacking skills, he tracks international criminals. Later he goes after Neo-Nazis to the Arctic were they try to raise a U-boat with a sinister secret.(Source: The Anime Encyclopedia)"
2,6602,11043,Install Pilot,"Action, Sci-Fi, Shounen",Special,1,6.04,456,"Kamiyashiro Chikage was raised as a fighter of Shumisen, a secret society to seal mononke demons using special spirits called ""In."" When he was small, his father was killed by traitors to Shumisen and the trauma had made him withdraw into himself. Some years later, he gains the skill of ""In"" and is assigned an undercover mission to execute the traitors in the society."
3,6603,307,Kerokko Demetan,"Comedy, Fantasy, Kids",TV,39,6.04,533,"Demetan comes from such a poor family that he cannot even go to school in his woodland pond community. However, he has a friend named Ranatan, the lovely, gentle frog girl who is the daughter of the ponds rich ruler. Naturally her father is quite displeased by this relationship and he seeks to break it up. Nevertheless the young frogs continue with courage and confidence, not only to live their own lives but to guide the heartless leopard frog to a sense of justice and generosity. Gradually the pond community responds to their sincerity and joins them in a march toward a bright future. (Source: Official Website) "
4,6604,1908,Lesson XX,"Romance, Shounen Ai",OVA,1,6.04,4574,"The story of Lesson XX has a sweet feel to it. It revolves around two boys, Shizuka and Sakura who are friends at a coed boarding school. One day, Shizuka happens to notice Sakura’s sheer beauty when he dives in to take a hit from a baseball. After some mixed up thoughts of who Sakura likes, Shizuka tells him he wishes to kiss him as a joke. But Sakura doesn’t care; he still insists that the two kiss under the starry sky. After this incident, Shizuka thinks it’s best for the two to be away from each other, so as to sort out their thoughts and real feelings. A classic shounen ai/yaoi, incorporating love, misunderstanding, violence and somewhat angst with a sweet end to it. (Source: ANN)"
5,6605,9878,Licca-chan to Yamaneko Hoshi no Tabi,"Adventure, Fantasy, Kids, Magic",OVA,1,6.04,189,"Based on the popular Licca doll in Japan. Licca meets a mysterious cat.Licca goes on vacation with her father. The town in the mountains they go to is the site of a festival of the stars that has a mystical background, which is more real than Licca expected when she ends up in the middle of the mystical battle for the festival.(Source: AniDB)"
6,6606,31631,Monster Hunter Stories: Ride On,Fantasy,TV,48,6.03,6848,"This is a world where both men and monsters exist. Those who hunt the monsters are called Hunters. But in a small corner of the Hunters world, there are those called Riders who bond with and coexist with monsters. With their Kizuna Ishi (Bonding Stones) that allow them to awaken the hidden power inside monsters, Riders live in secrecy together with their Otomon, the monsters they formed a connection with.Ryuto, a young boy living in the Rider village of Hakum, dreams of becoming the worlds best Rider. Having just turned 12, he sets out to find his own Otomon for himself before the ceremony where he is given his own Kizuna Ishi. Together with his kind-hearted childhood friend Cheval, his inquisitive childhood friend Lilia, and his partner Naville, he sets out deep into the forest, and has a miraculous encounter with a Rathalos.(Source: ANN, edited)"
7,6607,3480,Nayuta,"Action, Sci-Fi, Shoujo",OVA,1,6.04,549,"Scifi tale of a young girl who acquires ESP powers. Based on the manga by Sasaki Junko, published in three volumes by Shougakukan under the Flower Comics label."
8,6608,13673,Otome Nadeshiko Koi Techou,"Historical, Shoujo",OVA,1,6.04,3074,The story follows a 16-year-old girl who is experiencing her first love during Japans Taishou period (1912-1926).Bundled with special versions of Otome Nadeshiko Love Diary 2 light novel.(Source: ANN)
9,6609,32961,Regalia: The Three Sacred Stars,"Action, Mecha, Sci-Fi",TV,13,6.03,16766,"In the country of Rimguard, a mysterious event shook the country and its people just 12 years prior. As time passed, memory of the incident began to fade while peace reigned over the land. Sisters Yui and Rena live a quiet life in the Enastria Empire until a large mecha suddenly attacks their peaceful home, changing everything. The girls become caught in a vortex of destiny and godly revival.(Source: FUNimation)"
