,Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
0,7700,600,Legend of Duo,"Drama, Shounen Ai, Supernatural, Vampire",TV,12,5.13,6991,"It is the early 21st century, and mankind is doomed. Due to a mysterious virus that steals the essence of human life, humanity has been pushed to the brink of extinction with only one hope for salvation: the blood of a vampire. Vampires have closely guarded the key to curing the virus for several years, which has led to an immense rift between them and humans and the worlds descension into chaos.A vampire named Duo, having leaked the secret to saving humanity, is now considered a traitor to his race, and the powerful vampire Zieg is on his trail. However, due to Ziegs sense of duty, his heart is torn: should he kill the man who betrayed his people, or will his personal history with Duo sway him to have a change of heart?"
1,7701,29766,Playground,Dementia,Movie,1,5.11,195,Another experimental film by Mirai Mizue.
2,7702,8732,Yuuki Hitotsu wo Tomo ni Shite,Music,Music,1,5.13,202,"The story of the Greek Icarus who wanted to escape the island by creating a pair of wings. Icarus, so enamored with the success of his wings, rose higher and higher toward the sun. Unfortunately, this results in the glue of the wings melting under the suns heat."
3,7703,30431,Anata mo Robot ni Nareru feat. Kamome Jidou Gasshoudan,Music,Music,1,5.12,137,"An animated music video for Yura Yura Teikokus song ""Anata mo Robot ni Nareru"" sung by the Kamome childrens chorus to promote the originals 7inch Vinyl release on November 7th."
4,7704,13513,Anima,Music,Movie,1,5.12,952,"ANIMA is a dance animation movie representing a human ""life.""(Source: Official Website)"
5,7705,5904,B.B. Fish,"Drama, Romance, Seinen",OVA,1,5.12,835,"At the time of the ceremony of entry to the college, a young boy named Ushino Hayama finds Sara a girl whom he met ten years ago. From this day, a change has taken place in him, and notices that can now control some water. After having succeeded the swimming championships, he discovers deep sea diving.(Source: ANN)"
6,7706,9491,Katsugeki Shoujo Tanteidan,"Action, Comedy, School",OVA,1,5.12,557,Our heroine has been kidnapped and her two somewhat ditzy friends decided to save her in a war machine they found in her house. Unfortunately they have little idea of how it works so let the random destruction begin. (Source: AniDB)
7,7707,13835,Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,"Action, Shoujo",OVA,1,5.12,3259,"The story of the manga centers around Marimo Nogami, a usually quiet fourth-grade girl in elementary school. However, a certain incident leads to Marimos personal strength blossoming. (Source: ANN) "
8,7708,28587,Modern,,Movie,1,5.12,237,"I finished this film in only two months after the completion of Playground. Inspired by optical illusions, like Eschers paintings, I made the film using isometric drawings. my idea was to make a great film using only transformations of rectangular parallelepipeds. I applied the method of geometric animation, a technique used in Metropolis, in this film. Along with ""cell"" animation, I continue making films with the application of this method. Hopefully, I will eventually discover a third alternative method to use in my films.(Source: Mirai Mizue)"
9,7709,21891,Natsumi Step!,Music,Music,1,5.12,136,A story about an adorable girl who travels to an effervescent fantasy land.But things are not what it seems.
10,7710,752,Osakana wa Ami no Naka,"Drama, Shounen Ai",OVA,1,5.12,5435,"Osakana wa Ami no Naka is a story based on manga by Nekokichi Ranma about Tsukamoto Yuuji, a young businessman and great swimmer, and Matsui Takahiro, who is still attending school and is also a beginner in swimming.(Source: AniDB)"
11,7711,10763,Robot Taekwon V,"Action, Mecha",Movie,1,5.11,191,"Dr. Kaff (or Dr. Cops; 카프 박사 in Korean), an evil scientist bent on world domination, creates an army of giant robots to kidnap world-class athletes and conquer the world. To fight off this attack, Dr. Kim creates Robot Taekwon V. Kim Hoon, the taekwon-do champion eldest son of Dr Kim, pilots Robot Taekwon V either mechanically or through his physical power by merging his taekwon-do movements with the robot. Comic relief is provided by Kim Hoons younger buddy, elementary school student Kim Cheol.(Source: Wikipedia)"
12,7712,18047,Seiyuu Deka,"Comedy, Magic",ONA,1,5.12,170,A girl who is protecting her city.
13,7713,31513,Aoki Seimei Hoken,Comedy,Special,1,5.11,158,TV commercial of Aoki life insurance company.
14,7714,112,Chou Henshin Cosprayers,"Action, Adventure, Comedy, Ecchi, Fantasy, Magic, Sci-Fi, Super Power",TV,8,5.11,5555,"Koto unknowingly seals away the Sun Goddess Amaterasu, and now she is in a different world and cant return. Meeting priestesses who combat the evil in this strange place she learns that Black Towers throughout the land keep Amaterasu sealed away and are guarded by evil monsters. Koto must now find a way to help defeat these monsters and return the world to the way it was.(Source: ANN)"
15,7715,5299,Coffee Tadaiku,Slice of Life,Movie,1,5.11,413,"Animated by Tomoyoshi Joko and Hiroco Ichinose under combined studio name, Decovocal, to celebrate Furukawa Takus 70th birthday. It is a tribute to one of his works."
16,7716,31831,Fantasy,,Movie,1,5.12,193,Short animation by Komazaki Tomomi.
17,7717,28993,Hand Soap,"Dementia, Psychological",Movie,1,5.11,246,An atmospheric and dark vision of adolescence and family life.
