,Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
0,11200,31788,Ero Manga! H mo Manga mo Step-up♪,Hentai,OVA,Unknown,7.11,2967,Based on the erotic game by Clock Up. 
1,11201,6590,Makai Kishi Ingrid,"Demons, Fantasy, Hentai, Martial Arts",OVA,4,7.11,5068,"Dark existences were secretly invading Tokyo, the diabolic city. Behind the success of ninjas of justice called Taimanin, the darkness starts the action... Hell knight Ingrid revealed the betrayal of a diabolic doctor, Sabato Kiryuu, who has belonged to a group of darkness, Kanomado. She follows after him who managed to escape from the spot. However, she gets the counterattack from Kiryuu in a certain hideous church and becomes captive. With vengeance, Kiryuu tries to destroy Ingrids noble soul and decoy her boss, Edwin Black the vampire, into coming to save her. He encourages a group of monsters who have the desire for revenge against Ingrid to disgrace her body...(Source: DLsite)"
2,11202,18693,Tenioha!: Onnanoko datte Honto wa Ecchi da yo?,Hentai,OVA,2,7.1,3727,Based on the erotic game by Rootnuko+H.
3,11203,4763,Tsuma Shibori,"Hentai, Romance",OVA,2,7.11,4230,"Kousuke lives a boring life without women.... One day, his father introduces a woman, Madoka, and he is forced to live with her. Madokas older sister Sakura starts to live with them to keep watch on them and his cohabitation with two beautiful sisters starts....a world filled with wives in need of some attention awaits him.(Source: saishuu.com)"
4,11204,21925,Chichiiro Toiki,Hentai,OVA,2,7.1,4124,"Based on the adult manga by Goban.Takashis childhood friend Saya and his younger sister Mika may not see him as a real man, but just being around them has been provoking him more and more. Following yet another failed proposal on his part, Saya feels bad for him and lets him grope her breasts, but it quickly gets out of hand and turns into a full night of full-blown sex!(Source: H-Moe) "
5,11205,23479,Itadaki! Seieki♥ Special,Hentai,Special,1,7.1,2815,"Having found a beautiful partner that is well-versed in sexual matters, Kanzaki certainly counts himself lucky. However, reality soon catches up with him, and he wonders why someone as attractive as Mari Setagaya wants to hang out with his mundane self.When Kanzaki reveals his doubts to his girlfriend, Mari worries that he might be getting bored of her. She decides to use her innate charm as a half-succubus and prove to Kanzaki that she has eyes only for him. "
6,11206,10106,Sweet Home: H na Oneesan wa Suki Desu ka?,"Harem, Hentai",OVA,3,7.1,4175,"Ryuichi is a university student. He used to live alone and enjoyed his school life. But one day, his apartment was destroyed by a fire.... He reluctantly comes back to his house. But his house has been changed to a boarding house for girls...! It seems there is no place for him to live. But they all allow him to stay there together! His new life begins like this....(Source: Himeya Shop)"
7,11207,5194,Aneimo,Hentai,OVA,2,7.09,7244,"Takumi lives next to Mizuki and Satsukis house. They have been good friends since they were kids, going shopping and skiing together. One day, Kazuyoshi, Takumis father, brings two girls, Saori and Yui, back to their house, and accepts them as new family members. At first, he is confused, but gradually becomes closer to them..."
8,11208,10694,Bloods: Inraku no Ketsuzoku 2,Hentai,OVA,2,7.09,7086,"The Sagimiya family is cursed in that its members are sexually aroused in the presence of another of the same bloodline. Sagimiya Misaki and her elder twin, Shun, are both disgusted over this and have sworn to resist the calling of their blood. However, Shun loses his composure and goes to their elder sister, Kagu, for release. After Misaki finds out, she too loses her resolve and seeks out Shun.(Source: ANN)"
9,11209,3771,"Nee, Chanto Shiyou Yo!",Hentai,OVA,5,7.09,6171,"Based on a game by Candy Soft My name is Kuya Hiiragi. Actually, I have six elder sisters. The eldest sister is Hinano Ne-san although she looks quite young. She is always worrying about that, so if she is treated like a child, she gets angry. The second sister is Kaname Onee-sama. She is a popular lawyer and is known as the ""Icy Lawyer"". In fact, she is my first love. The third is Serori Ne-Ne. She is half Japanese and half North European. She has the most voluptuous body of all the sisters, but her behavior is very childish. The fourth is Tomoe Ne. Although she looks quite stern, she is actually quite gentle and gets teased by the other sisters. The fifth is Takane Aneki. She is highhanded, and treats me like a servant. She often beats me. The youngest sister is Umi Oneechan. She takes care of me a lot, and devotes much love to me.When I was a child, I was adopted by the Hiiragi family. But because the father was afraid that the sisters would spoil me, I was sent to a relative to train myself. It is the first time I`ve gone home since then. I was very excited to see them again, especially Kaname, my first love.They welcomed me home, but late at night, Kaname Onee-sama raped me, and treated me like a toy. I felt very ashamed and I made up my mind to train my sex technique to put her to shame...with the help of the other sisters.(Source: AnimeNfo)"
10,11210,2446,Nikuyome: Takayanagi Ke no Hitobito,Hentai,OVA,4,7.09,3316,"Mitsuko is a beautiful woman who had just married. She went to her husbands house and began to live with his family, but it was the beginning of her life as a sex slave for most of the males in her husbands family."
11,11211,4358,Aniyome wa Ijippari,Hentai,OVA,2,7.08,7882,"Based on the game by Tinker Bell.Tsutomus parents passed away several years ago, before that they ran a flower shop. Now its run by his older brothers wife, Mai and he is living with them. Tsutomus brother now works somewhere else, so Mai is left alone and her only support is Tsutomu, who helps her running the flower shop. Because Tsutomus brother is busy and havent been home for a while, Mai feels very lonely which Tsutomu notices and decides to support and satisfy Mai while his brother is away. Now theres also Kozue, Mais friend and senpai who recently got hired as part-time worker. Kozue has noticed Tsutomu and Mais relationship and she envies them because she is also very lonely, because her husband is rarely home. Mai sympathizes with Kozue and allows her to date Tsutomu. Now what will happen as these three indulge themselves to their desires and feelings? (Source: AniDB)"
12,11212,16914,Chu Shite Agechau: Oshikake Oneesan no Seikou Chiryou,Hentai,OVA,2,7.08,3659,Based on the erotic game by Syrup: Honey Sweet.
13,11213,29807,Honoo no Haramase Paidol My★Star Gakuen Z The Animation,Hentai,OVA,1,7.08,2254,Based on the adult novel by Minami Ebinuma and Squeez.
14,11214,11321,Nee Summer!,Hentai,OVA,2,7.08,7929,"Yuuta Yamauchi is an average high school student preparing for exams through his summer vacation. His older cousin Kei Higashide, who takes pity on him as her ""little brother,"" devotes her time and patience to tutor this relative in need.One day, Yuuta manages to take a photo of his classmate and crush, Youko Kaji, as a gust of wind lifts her skirt. When Kei finds out about it, she laughs at Yuutas juvenile infatuation and starts teasing him about his sexual preferences. From words to deeds, she offers him her own grown-up body—and Yuuta quickly takes advantage of the opportunity.As summer passes on and the relatives start enjoying more time together, their initially bland tutoring sessions soon turn into a passionate and fiery relationship."
15,11215,20849,Oni Chichi 2: Revenge,Hentai,OVA,2,7.08,6423,"Three of the Makino sisters—Natsume, Akira, and Fuyu—plan to attend a school training camp at the beach. Since they must find someone to come with them in their sick advisers stead, the sisters choose to go along with their father, Kenichi. However, given his illicit desires, Kenichi plans to do more than simple training with them."
16,11216,32518,Shoujo kara Shoujo e...,Hentai,OVA,Unknown,7.08,1964,Based on the erotic manga by Shiomaneki. 
17,11217,6194,Stretta The Animation,Hentai,OVA,2,7.08,5625,"Ruma is the most beautiful and popular girl on school, she acts nice and polite with her classmates and friends, but she has a side that almost every male student knows and that is that she has the perfect sex body and she likes to have sex with any student she wants, where she wants and when she wants. Actually she only feeds with the sperm of her sexual encounters. The couples from Stringendo & Accelerando also appear in this OVAs and are Strettas photo-targets so she can masturbate later with their sexual encounters. (Source: ANN) "
18,11218,8039,Oppai no Ouja 48,Hentai,OVA,2,7.07,3815,"The other day, when I was reading an adult book, I thought, ""I can tell whose breasts they are by just looking at them. Well, am I a king of oppai?"" However, there was no way to prove it.... But one day, I receive a letter and it includes a bunch of free sex tickets! Also, the reverse side of each ticket has the photo of someones breasts. When Im confused, a girl, Nil, appears in front of me. According to her, Im qualified to take part in a game. It seems the tickets arent fake. My mission is to look for a girl whos got the same breasts printed on the ticket. Like this, my search for oppai begins....(Source: ErogeShop)"
19,11219,10280,Uchuu Kaizoku Sara Special,"Hentai, Sci-Fi",Special,1,7.07,2441,An exclusive sequel included in the DVD Box of Uchuu Kaizoku Sara.
