,Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
0,7900,31501,Master Blaster,"Dementia, Music",Music,1,4.71,165,Short film by Kabuki Sawako with music by Sugahara Shinsuke.
1,7901,30331,Motion Lumine,Dementia,Movie,1,4.71,124,Furukawa Taku film.
2,7902,4934,A.F,"Action, Mecha, Sci-Fi",Special,1,4.7,646,"A 20 minutes 100% CG animation presented by ""buildup"", a company that brought many japanese CG movies such as Godzilla vs Biollante, Stray Dog - Kerberos Panzer Cops, Godzilla vs King Ghidora, Kappa, Gundam Mission To The Rise and D. The story takes place in the future, the year is 2124. A dangerous container is to be secretly loaded into medical transport ship which goes into the earth orbit because its forbidden to store dangerous container on earth. Its so secret that no crew members on the ship were told about the containers contents or any possible hazzards. The truth is, the container carries a dangerous living body in some form like liquid / worm which is capable of reading DNA information of other living beings and then transforms itself as an exact copy. Of course, the original object then will be killed. (Source: AniDB)"
3,7903,13793,Fashion no Hajimari,Comedy,ONA,1,4.7,352,"The theme of this animation is ""fashion"".(Source: aokijun.net)"
4,7904,2778,Generation of Chaos III: Toki no Fuuin,"Action, Adventure, Fantasy, Magic",OVA,2,4.7,573,"Fuujin Year 130 (Medieval times when magic and gods were of great importance).Two years ago, the great war in the ""Old Fuujin Continent"" was controlled by the ""Zenon Country"" who possessed great power.In Randia, a small country to the south, the young prince Alfred is attacked by an assassin but gets saved by his friend Welles. The young prince was the last key to the revival of Randia... It was said that in legends the prince had the power to unleash the ""Seal of Power"" because of his blood relation. This brought fear upon the Zenon country and thus their attack.Welles was just another soldier, but he was also a close friend of Alfreds and they had been fighting together in the battlefield for a long time. That is why theyre known as the ""Galloping Winds"" on the battlefield.And so, the two of them along with Welles younger sister Teefa, are burdened with the fight for their country. Hearing that war is once again about to break out, the former loyal subject Rea also returns. As more and more people get involved in the war, the mystery of the seal unfolds...To reveal the ""Blood Relation of the Prince""... (Source: AnimeNfo)"
5,7905,8486,Kihei Senki Legacies,"Fantasy, Mecha",ONA,1,4.7,676,"This entry was originally meant to be a 52 episode TV series.  Unfortunately, the project was canceled, leaving only a 52 second trailer.The concept of the series:The story takes place in Kisshou City, one of a few remaining oases surrounded by lifeless land devastated by a long world war. Wreckages of humanoid weapons, called ""Legacies"", are collected and reassembled by the residents of the city. One day, a gang of bandits approaches the city to seize the secrets hidden in the Legacies. The mayor decides to intercept them with a special robot Ω99, which has remained intact since the war. A teenage boy Yamato is called up for the pilot. He is just an ordinary gamer who doesnt even know about the citys crisis."
6,7906,30337,Mac the Movie,Dementia,Movie,1,4.7,127,Furukawa Taku film.
7,7907,30667,Mou Hitotsu no Nijiiro Toshi,Dementia,Movie,1,4.7,128,Film by Tanaami Keiichi.
8,7908,3930,Issunboushi no Shusse,Supernatural,Movie,1,4.69,685,Anime short from 1929.
9,7909,29908,Kodomo no Kaitei no Koto,Psychological,Movie,1,4.69,152,For whom does a girl keep rotating? A story of a weird relationship between a child and adults.(Source: Official website)
10,7910,30339,Play Jazz,Dementia,Movie,1,4.69,119,Furukawa Taku film.
11,7911,9342,Twinkle Nora Rock Me!,"Action, Sci-Fi",OVA,1,4.69,338,"Based on a 1980 manga by Mikuriya Satomi, this adaptation differs considerably from the original. The story started in its prequel was completed with this second OVA. "
12,7912,10585,Chuunen Punk,Music,Music,1,4.68,308,"An animated music video for Denki Grooves song ""Chuunen Punk""."
13,7913,23051,Ga no Iru Tokoro,Dementia,Movie,1,4.68,343,"A Place Where There Are Moths depicts the conflict between drab concrete block apartment living and the natural environment in Japanese cities. The forces of nature are represented by the motif of a tree whose leaves metamorphose into orange moths and take over a middle-aged womans apartment, pushing her room higher and higher within the building.(Source: Midnight Eye)"
14,7914,11691,Bloody Date,Horror,ONA,1,4.66,1891,"While enjoying their first date, a young couple experiences a nasty surprise when theyre interrupted by an axe-wielding murderer! The girl manages to escape and finds refuge in a strange familys house, where she urges the people inside to call the police. However, she is knocked out and awakens inside a nightmarish room. Her real struggle for survival is only just beginning!"
15,7915,5812,Doubutsu Sumo Taikai,Action,Movie,1,4.67,585,Short movie from 1931.
16,7916,788,Eiken: Eikenbu yori Ai wo Komete,"Comedy, Ecchi, Harem, School",OVA,2,4.65,15764,"Zashono Academy is a massive educational institution with over thirty-five thousand students enrolled across all grades. It is here that the plain and unpopular Densuke Mifune enrolls in high school. While he looks forward to blending into the crowd, circumstances change when he runs into Chiharu Shinonome, an incredibly attractive and intelligent girl who has captured the attention of all the students at the school. Witnessing the encounter between the two, Kirika Misono pressures them into joining her mysterious ""Eiken Club"" to compete in the schools annual club tournament. The tournament causes Densuke to become more intimate with his fellow club members, but will he be able to maintain his composure or will he give in to their bold advances?"
17,7917,30367,Lemon Home Animation Gekijou,Comedy,Special,2,4.65,254,A scientist brings a lemon to life to fight crime.
18,7918,7029,Tonari no Yarou,Comedy,Movie,1,4.65,482,"For the man living next door, a quiet and restful sleep seems to be an elusive wish.Experimental short animation from 1965 from pioneer Yoji Kuri."
19,7919,5811,Nezumi no Rusuban,Action,Movie,1,4.64,532,Short movie from 1931.
20,7920,29988,Commercial War,Dementia,Movie,1,4.63,145,"In a mixture of cut-out and hand-drawn animation techniques, Tanaami jumbles together symbols of American consumer culture –such as Coca Cola, Superman, Space Age astronauts and hamburgers– with occasional Japanese iconography, such as the squat toilet. The frenetic pace of the animation, the catchphrases and songs on the soundtrack as well as the hand-drawn CRT television monitor that occasionally frames the images makes reference to television commercials.(Source: Collaborative Cataloging Japan)"
