,Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
0,11500,21059,Oppai Infinity∞! The Animation,Hentai,OVA,1,6.51,1885,Based on the same name adult manga by Sawaru Erect.
1,11501,5455,Saimin Jutsu The Animation 2nd,Hentai,OVA,2,6.52,2209,"Susumu is negative and introverted. He is just living a vacant life, always been reprimanded by his mother and never resisting it. All that changed the day he met a certain person that just moved to the Condo he and his mother live in, that would bring a dramatic change in his life...he is been taught hypnotism!!Susumu will use his new godly technique on his mother but first he will use it on his next door neighbors: that hot big busted Mother and her cute daughter...(Source: AniDB)"
2,11502,10421,Bi-chiku Beach: Nangoku Nyuujoku Satsueikai,Hentai,OVA,1,6.51,2863,"An idol group called ""Live un veil"" has been formed. The members are Nagisa, Nanami and Kaede, and a tour with fans to a southern island has been announced. All TVs and magazines pick it up and a lot of fans apply for it. The main character is Ryou. One day, he receives a parcel, which includes a film, an envelope and some erotic swimsuits for girls. ""What is it!?"" He opens the envelope, and finds a ticket to the tour and a letter. It says, ""If you take a photo using this film, their libido will become uncontrollable...."" ""Does this mean take a photo of the idols and make them wear these erotic swimsuits?"" But he is more interested in taking part in the tour because he also applied for it. He doesnt care if the film is fake or not. ""Great! Ill spend a happy time with them!"" Like this, he participates in the tour...(Source: ErogeShop)"
3,11503,4057,Inyouchuu Shoku,"Demons, Fantasy, Hentai",OVA,2,6.51,3056,"The demon hunters are back! Mikoto, Sui, and Takeru are sent to investigate a mysterious island where people have been disappearing repeatedly and dark yoma are rumored to be the cause. When the team first arrives it almost feels like a vacation to them, but it doesnt take them long to the feel the presence of something dark and evil..."
4,11504,24317,Love Colon,Hentai,OVA,2,6.51,1970,Based on the adult manga by emily.
5,11505,10851,Euphoria,Hentai,OVA,6,6.5,12922,"Keisuke Takatou wakes up in a featureless white room, unaware of how and when he arrived. While exploring his whereabouts, he notices six familiar girls huddled around a large monitor—his childhood friend Kanae Hokari, the class president Miyakou Ando, his English teacher Natsuki Aoi, his junior Rika Makiba, and his classmates Rinne Byakuya and Nemu Manaka. As they attempt to make sense of their current situation, a voice suddenly declares through the monitor, ""The game will now begin."" The rules of the game are simple yet brutal; assigned as the ""unlocker,"" Keisuke must select one of the girls as his ""keyhole"" and violate her in a specific manner. Only after he does this for five rounds will the group be promised freedom to the outside world.Refusing to acknowledge the situation, Miyakou vehemently denies her participation. Suddenly, the entire room goes dark. When the lights come back on, Miyakou is strapped to an electric chair. ""Withdrawal from the game will result in death,"" announces the mysterious voice as the chair electrocutes her to death. Left with no other option, the terrified captives concede, and thus begins the sadistic game that will awaken their carnal desires through pain—and pleasure."
6,11506,2590,Genmukan,Hentai,OVA,2,6.5,3813,"Detective Satoru Kido is brought to a luxurious mansion to search for a lost jewel, but soon realizes theres more than meets the eye with the current lolita Mistress, the willing maid, the classic butler, the fugly manservant, and the sexy tutor. (Source: ANN)"
7,11507,3747,Inyouchuu The Animation,"Hentai, School, Supernatural",OVA,2,6.5,3363,"Three students are in a school late at night fighting supernatural enemies.  As they are about to leave, they get attacked and trapped.  Based off the Inyouchuu game."
8,11508,9588,Kyouiku Shidou The Animation,Hentai,OVA,1,6.5,2438,"Yoshiyuki loves having sex with girls. He is now a teacher and enjoys sex life with female students. Now that he has had sex with almost all of students, he decides to move to a different school. His next school is a famous girls school.... He meets various pretty girls there and soon plans to give ""educational guidance"" to them....(Source: ErogeShop)"
9,11509,4714,The Rapeman,Hentai,OVA,2,6.5,2722,"Keisuke Iwasaki is a popular high school PE teacher by day and the notorious ""Rapeman"" at night. As a masked avenger, he collaborates with his uncle, a former surgeon, to dispense his brand of justice on behalf of clients who seek the assistance of their business, ""Rapeman Services."" Be it exacting vengeance on an ex-lover, mending the relationship between a daughter and her parents, or suppressing the anger of a disgruntled employee, Keisuke never falters in completing his assigned contracts. Whenever corrupt women wander, the Rapeman arrives to forcibly change their sullied hearts."
