,Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
0,3600,544,Venus Senki,"Action, Adventure, Sci-Fi, Space",Movie,1,6.94,5204,"In the 21st century, mankind lives on two worlds. Following the collision of an ice asteroid, massive terraforming has made Venus a planet now capable of supporting life. Colonists from Earth tamed the hostile world and have thrived for four generations. But they also brought the darker side of humanity. Venus is about to get hostile again.Hiro Seno, a hotshot motorcycle jockey, witnesses the first strike against his country Aphrodia, by the rival nation of Ishtar. Huge battletanks and warplanes quickly lay waste to the city. The Aphrodian army is quick to mobilize and retaliate... and despite his opposition to warfare, Hiro finds himself fighting for his life on the front lines.(Source: AnimeNfo)"
1,3601,2316,Akakichi no Eleven,Sports,TV,52,6.93,957,"At Shinsei high school, soccer is almost a combat sport and new team coach Teppei Matsuki is a fully paid up sadist who will push his team as hard as necessary to win. Headstrong school bad boy Shingo Tamai and his friend Ohira are determined not to be bullied into joining Matsukis team; instead they set up a squad of their own, and at first play just for fun and struggle to keep up with Matsukis team. As their skills progress, they play other teams and get stronger and craftier, until they face the crack Asakase high school squad and its star player Misugi Yan in the schools final. In a tangle of subplots involving old rivalries and injuries, and a mixed-race player seeking his identity and his lost mother (who turns out to be in jail), Shingo develops his skills as a center forward and looks forward to playing a visiting Brazilian squad. He is seriously injured in a game, but his talent, which even the legendary Brazilian Pele recognizes, is equaled by his determination. With the help of a friend of his old rival Matsuki, he recovers to help the team to victory. Definitely melodrama rather than a sports series proper, this is the first in the line of Japanese soccer soaps that stretches to Captain Tsubasa and beyond. Based on a manga by Ikki Kajiwara and Kosei Sonoda. (Source: The Anime Ecyclopedia)"
2,3602,2289,Akihabara Dennou-gumi: 2011-nen no Natsuyasumi,"Adventure, Comedy, Mecha, Sci-Fi",Movie,1,6.93,1396,"One year after Cranes visit to earth, Hibari dreams about him not being able to sleep well. So, she decides that the Cyberteam has to travel towards the Metatrone and find out if things are ok. Metatrone surveillance system has gone wild, and its up to Hibari and her friends to fix things out and help Prince Crane.(Source: ANN)"
3,3603,6032,Aquarion Movie: Ippatsu Gyakuten-hen,"Drama, Fantasy, Mecha",Movie,1,6.93,4357,"This movie is an alternative version of the TV series; it is composed of the two 2007 OVAs, edited to improve the pacing of the plot, and an extra segment akin to a TV episode where the cast are given the task of studying flowers.The plot has several differences to the TV series."
4,3604,13029,Arashi no Yoru ni: Himitsu no Tomodachi,"Adventure, Drama",TV,26,6.93,1597,"A new anime adaptation by Sparky Animation, Duckbill Entertainment, Baku Enterprise and Bandai Visual of the book Arashi no Yoru ni (One Stormy Night...) by Kimura Yuuichi."
5,3605,9618,Asobi ni Iku yo!: Asobi ni Oide,"Comedy, Ecchi, Harem, Romance, Sci-Fi",OVA,1,6.93,24545,"Catian Eris is now on a mission to learn about Earth games and how they are played, but she seems to think that bets have to be placed every time. And while some bets are material items, eventually the Catians learn about betting items of clothing..."
6,3606,4151,Blade of the Immortal,"Action, Adventure, Historical, Samurai, Supernatural",TV,13,6.93,36058,"Manji is an infamous swordsman in feudal Japan who is known as the ""Hundred Man Killer,"" as he has killed one hundred innocent men. However, there is something far more frightening than his ominous reputation: the fact that he is immortal. This is the handiwork of eight-hundred-year-old nun Yaobikuni, who placed bloodworms capable of healing almost any wound in Manjis body.To atone for his crimes, Manji resolves to kill one thousand evil men. Yaobikuni agrees to this proposal, saying that if he succeeds, she will undo his curse of immortality. Soon after this promise, Manji meets Rin Asano, a 16-year-old girl who requests Manjis assistance in killing those who slaughtered her parents.Initially reluctant, Manji refuses Rins desperate plea. However, owing to her evident lack of strength, Manji changes his mind and agrees to protect Rin for four years. With this partnership set in stone, the two embark on a perilous journey of bloodshed, vengeance, and redemption, each to fulfill their own lifes cause."
7,3607,1068,Chou Denji Robo Combattler V,"Adventure, Mecha, Sci-Fi, Shounen",TV,54,6.93,1369,"The first of Tadao Nagahamas Romance Super Robot Trilogy. (#2: Chou Denji Machine Voltes V, #3: Toushou Daimos)Thousands of years ago, the people of the planet Campbell decided to leave their planet and seek out new worlds to inhabit. One group, lead by the scientist Oreana, landed on Earth, but was delayed from their mission. In the early 21st century, Oreanas group reawakens and begins their plan to conquer the Earth. The only effective defense against the Campbellians giant biomechanical slave beasts is the super-electromagnetic robot, Combattler V and its pilots.(Source: AniDB)"
8,3608,8368,Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,6.93,953,"Comical action adventure film including a caricature of radical ecoactivism and theme of bond between mother and children. The new mayor of Futaba Town, Kasukabe-City, Saitama Prefecture, Mamoru Shizan promotes ecology activities, but his true identity is the leader of an eco-terrorist organization ""SKBE: Save Keeping Beautiful Earth"", and he launches a plan to transform human into animals by making them take a drink to change into animals. By taking the drink, Shinnosukes father, Hiroshi changes into a chicken, and his mother changes into a panther. With a mystery woman Victoria, the Nohara Family and half-animalized members of Kasukabe Defense Forces fight against SKBE to stop Shizens plan. (Source: Manabu Tsuribe)"
9,3609,62,D.C.: Da Capo,"Drama, Harem, Magic, Romance",TV,26,6.93,49909,"Hatsunejima abounds in mysteries—one of which is the towns unwithering cherry trees that are said to grant the most genuine wishes. There are also rumors of people possessing supernatural powers, like Junichi Asakura, who can see other peoples dreams and create sweets out of nothing. Alongside his sister Nemu, he enjoys living in peace with his friends at Kazami Academy but chooses to shroud his identity in secrecy.His tranquil school life comes to a halt when he finds out that his childhood friend Sakura Yoshino has returned from America after six years. She is there for one purpose: to fulfill the promises she made long ago with Junichi. Little does anyone know, however, that Sakuras appearance is bound to change everyones lives—for better or worse."
