,Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
0,10400,30120,Spoon-hime no Swing Kitchen,"Adventure, Kids",TV,Unknown,9.6,47,An NHK toddlers anime following a Spoon Princess and other kitchen themed characters.
1,10401,32868,Spring Stranger,Music,Music,1,4.14,71,Music video for the song of the same name by Japanese synthie-pop band APOGEE. Directed by Sou Ootsuki (大月壮).
2,10402,27575,Spy Gekimetsu,"Historical, Military",Movie,1,6.63,68,"A war propaganda film which begins with Roosevelt and Churchill in a secret meeting preparing their spy plans. Western spies in fancy suits and top hats parachute into Japan, disturbing innocent farmers. The Japanese civilians manage to thwart the spy activities.(Source: AniDB)"
3,10403,15111,Spy Penguin,Kids,OVA,5,6.0,81,Spy Penguin revolves around a group of three penguins who protect Paris from those who threaten the peace.(Source: ANN)
4,10404,18703,Star Dust,"Sci-Fi, Space",OVA,1,5.26,96,A misguided sci-fi tale of ecological police keeping space free from pollution in 2061.(Source: The Anime Encyclopedia)
5,10405,9500,Starlight Scramble Renai Kouhosei,"Action, Romance, Sci-Fi",OVA,2,5.94,141,"In the near future, during the colony war, a girl was save by a little boy when a space station was attacked by terrorists in which the girl lost her parents.A few years later, the girl joined her grandfathers military school. There she met a young man that looked similar to the boy who saved her... but just when she was prepared to enter the school compound, she sees a terrorist lurking around which is actually a terrorist demo under the school command and so the story begins...(Source: AniDB)"
6,10406,3497,Steady x Study,Romance,OVA,1,4.7,310,"Nakane Makoto is a freshman in the private school of Kamimori Academy in Harajuku. He enters the drama club because his best friend, Wakabayashi asked him to do so, but it turns out the club is on the verge of dissolution. A girl from Makotos class, Saitou Koyuki is also a member of the club. In the meanwhile, Makotos schoolmate since junior high - now a student of the other class - Abegawa Nozomi seeks to launch a so called ""study club"". Both clubs get into a pinch, as the student council wont finance their activity for this year, and even the day of a performance is approaching... Can the drama club survive this crisis?(Source: AniDB)"
7,10407,31238,Stitch! Perfect Memory,"Adventure, Comedy, Kids, Sci-Fi",Special,1,5.68,102,"In the story, a mysterious giant tank rocket begins stealing resources from various planets. On Earth, Yuuna and Boogoo get involved in the incident and disappear. In order to save Yuuna, Stitch teams up with Tiira. Yuu Aoi will guest star in the special as Tiira, an information analysis robot from the Galactic Federation.(Source: ANN)"
8,10408,29657,Stone,Dementia,Movie,1,4.13,108,"Independent, stop motion animation by Aihara Nobuhiro, combining drawings and real landscapes."
9,10409,32756,Storywriter,Music,Music,1,5.14,68,"A music video for Fullkawa Honpos song ""Storywriter"""
10,10410,29429,Straw Byururu,"Adventure, Fantasy, Kids, Magic",Special,2,5.0,83,Byururu came from the straw world. At night the kitchen turns into a magical forest inhabited by witches. Here Byururu sets out on an adventure.
11,10411,29475,Straw-saurus Neo,"Adventure, Fantasy, Kids, Sci-Fi",Special,1,6.4,40,Straw-saurus Neo is a small dinosaur from space. He came looking for his friend who has gone missing and sets out to find him in the sandy wilds of the planet.
12,10412,10989,Stray Sheep: Poe no Chicchana Daibouken,"Comedy, Kids",TV,12,5.61,113,"Stray Sheep is based on the tales of Poe, a naïve, independent and curious ram who finds himself sleepwalking into the most unpredictable situations on his path to reuniting with his herd and finding the “ewe” of his dreams.(Source: ANN)"
13,10413,23911,Subarashii Sekai Ryokou: Alaska no Tabi &quot;Daigo Hyougaki&quot;,"Adventure, Sci-Fi",Special,2,8.0,62,"In the near future, Earth is engulfed in a new ice age as snow falls ceaselessly in summer and glaciers advance with uncharacteristic speed. In this SF spinoff of the live-action Wonderful World Travel series, humanity must decide whether to use science to fight the ice or to adapt to it. (Source: Anime Encyclopedia)"
14,10414,32629,Subarashii Sekai Ryokou: New York Tabi &quot;Computopia Seireki Nisennen no Monogatari&quot;,Sci-Fi,Special,2,8.0,35,"A scifi documentary about the way New York might be in the distant year 2000, using real photographs of computer innards as backdrops for the cel animation.(Source: The Anime Encyclopedia)"
15,10415,9906,Sue Cat,"Adventure, Music, Shoujo",TV,40,6.27,116,"After an accident, the amnesiac Sue was taken in to live with Toraos family. She always had the urge to become a singer, but didnt know why. As it turns out, Sue is actually part of a band formed with her two twin sisters. But Sues climb to the top of the charts is a long and hard way.(Source: AniDB)"
16,10416,3575,Sugai-kun to Kazoku Ishi The Movie,"Comedy, Parody",Movie,1,6.89,92,"The Japanese animation production company Animax announced that Kaeruotoko-Shokais second theatrical Flash-animated film, Sguy and The Family Stone the Movie, will open in a limited engagement in Japan on February 16.(Source: ANN)"
17,10417,3885,Sugar Bunnies,Kids,TV,26,6.61,315,"Random cutesy edutainment tales aimed at small children, featuring animated speaking plushy toys.Aired inside the anime corner of the Kittys Paradise TV block."
18,10418,6482,Sugar Bunnies Chocolate!,Kids,TV,26,6.95,203,Sequel to Sugar Bunnies.Aired inside the anime corner of the Kittys Paradise TV block.
19,10419,33999,Sugar Bunnies Chocolate! Specials,Kids,Special,2,4.67,44,The 7th DVD of Sugar Bunnies Chocolate! contained the unaired episode 27 finale and an unaired recap episode.
20,10420,6481,Sugar Bunnies Fleur,Kids,TV,26,5.88,228,Sequel to Sugar Bunnies Chocolate!Aired inside the anime corner of the Kittys Paradise TV block.
21,10421,34000,Sugar Bunnies Fleur Specials,Kids,Special,2,3.67,44,The 7th DVD of Sugar Bunnies Fleur! contained the unaired episode 27 finale and an unaired recap episode.
22,10422,33998,Sugar Bunnies: Taisetsu na Tomodachi e...,Kids,Special,1,5.0,46,The unaired episode 27 finale of Sugar Bunnies included on the 6th DVD.
23,10423,4440,Sugata Sanshirou,"Action, Martial Arts, Sports",Special,1,6.65,158,"In the year 1882, Sanshirou comes to Tokyo seeking for a worthy martial arts teacher. There, he meets Yano - a judo master who single-handedly defeats 39 jujitsu practitioners. Extremely impressed by his skill, Sanshirou decides to become his disciple. Later, Sanshirou falls for Sayo Murai - a girl whose father is a martial arts instructor at the local police department; and he also has to face Higaki Gennosuke, a skilled jujitsu fighter and his greatest rival.Based on a novel by Tsuneo Tomita, which was adapted into a 1943 movie by young Akira Kurosawa.(Source: AniDB)"
24,10424,33320,Suijun Genten,,Movie,1,7.0,13,"Animation by Ryo Orikasa, based on a poem by the same name by Ishihara Yoshirou."
25,10425,7683,Suiren no Hito,Drama,Movie,1,6.0,126,"An elderly man walks along his house and sees a turtle munching on a turnip. He does not disturb the creature but lets it eat in peace. Later that night, he has a dream of his late wife..."
26,10426,11713,Suisenzuki no Yokka,"Fantasy, Kids",Special,1,6.75,86,"When Narcissuss begin to bloom, Spring is just around the corner.But today is the fourth of the Narcissus Month, the day of Winters last icy breath...The original story of this film was written by Kenji Miyazawa, the most famous fairy-tale writer and poet in Japan.(Source: Official website)"
27,10427,4553,Sukima no Kuni no Polta,Fantasy,TV,13,5.67,217,"This is a story about a country of ""Sukima"", a tranquil country that is in between the worlds. Porta, the hero in this story leisurely delivers parcels for everyone in town, riding on Robaroba, his partner. Will Porta be able to deliver important parcels safely? Zouzou, Kabakaba and variety of other characters are expected to be in the story. This is the first original animation of Ryoji Arai, the winner of Astrid Lindgren Award."
28,10428,25101,Sumiko,"Comedy, Kids, Slice of Life",Special,2,4.54,72,Shorts following a young girls life.
29,10429,24969,Sumiko (TV),"Comedy, Kids, Slice of Life",TV,8,4.07,108,Short stories based on the original characters by Uruma Delvi.
30,10430,25103,Sumiko no Egao,"Kids, Music",Music,1,4.33,91,A music video starring Sumiko.
31,10431,29505,Suna Asobi,"Adventure, Kids, Music",Special,1,4.37,69,"Stop-motion animation using sand. Depicts a child going outside to play and exploring nature, rough-housing with friends, and using the full extent of his imagination."
32,10432,26011,Super Backkom,"Comedy, Kids, Super Power",Special,1,5.22,91,Backkom comes back as a superhero trying to thwart a jewel thief.
33,10433,6583,Super Bikkuriman,"Adventure, Comedy, Demons, Fantasy, Sci-Fi",TV,44,6.55,158,"After of the big war between angels and demons, the Earth is almost destroyed and his cities devastated. Wanted to restore the peace and the harmony, four young child decides to fight against the army of evil that rules the world for to eradicate to the Earth and give them back to hell. (Source: IMdB)"
