,Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
0,8200,33566,Baki,"Action, Martial Arts, Shounen",OVA,Unknown,8.27,1448,"As if bound by fate, five of the world’s most dangerous convicts escape from their respective prisons and converge at Mitsunari Tokugawa’s coliseum, where they seek but one thing: the taste of defeat. It is then Mitsunari who presents them with what they all desire—17-year-old Baki Hanma, the winner of the ""most historic tournament ever,"" along with four other hand-selected opponents. On the spot, it is decided that a five-versus-five battle will ensue between the fighters. The combat can take place anytime, anywhere, and without any restrictions.With each contender hellbent on gauging their strength against a worthy adversary, a unique no-holds-barred, out-of-the-ring tournament erupts in the heart of Tokyo."
1,8201,33708,Baku Tech! Bakugan Gachi: Tokubetsu-hen,"Action, Game, Shounen",ONA,1,5.93,111,A web exclusive sequel episode shown on the official Bakugan youtube channel where the Invaders are the last boss.
2,8202,9284,Bakuhatsu Gorou,"Comedy, Sports",TV,26,5.74,176,"The non-athletic head of the school newspaper department participates in various club activities, including a number of sports clubs, with disastrously hilarious results.(Source: AniDB)"
3,8203,18227,Bakujuu Gasshin Ziguru Hazeru,"Action, Mecha",TV,6,5.78,244,"The anime is based on MegaHouses line of Ziguru Hazeru (literally, ""Jiggle and Pop Out"") mecha toys that allow people to remove parts from the joints and add different parts in their place. In addition, if one combines together Hazeru Gokuu, Hazeru Sagojo, and Hazeru Hakkai, the resulting mecha will be Hazeru Seioh, allowing for users to combine their toys together.The ZIGURUHAZERU animated series is based on the upcoming original toy line of the same name from MegaHouse, featuring cool robot toys modelled after characters from the famous Journey to the West tale."
4,8204,13553,Bakusou Circuit Roman Twin,Sports,OVA,1,6.0,135,No synopsis has been added for this series yet.
5,8205,30249,Balgwanghaneun Hyeondaesa,Drama,Movie,1,6.57,195,"""I cant finish you...""Theres a man named Hyeon-dae who has sex and a woman named Min-joo who loves!32-year-old man Hyeon-dae is a part-time illustration instructor. He looks like he has a normal life but he suffers from his endless sexual desires and emptiness.27-year-old Min-joo is a traffic reporter. She always greets people with a bright smile everyday but shes smudged with pain and betrayal.They have been seeing each other for 2 years but Hyeon-daes marriage ended things. However, they crave each other without realizing it.They are confusing sex with love and the world is a confusing place.What do they desire?(Source: HanCinema)"
6,8206,30093,Ball yo Doko e Yuku,Comedy,ONA,1,3.89,114,Collaboration between Studio Binzo and J-toys Channel. Features zombies from Zombie Clay Anime.
7,8207,24875,Barnacle Lou,Kids,TV,52,6.33,61,A lovely story of a little seagull Lou who thinks of himself as a barnacle.(Source: Olive Studio)
8,8208,30989,Bary-san no Imabari-ben Kouza,Comedy,TV,Unknown,4.79,298,Stars Ehime Prefectures mascot Barysan.
9,8209,31662,Bary-san x Gospe Rats: Tonde Bary Bary Monogatari,Music,Music,1,4.67,58,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
10,8210,16514,Batsu &amp; Terry,"Comedy, Drama, School, Shounen, Sports",Movie,1,6.19,152,"Bats & Terry are the two tough guys in the school. They dont take crap from anyone, not even teachers. They will fight anyone necessary, and will defend strangers (especially pretty girls) from danger. Theyre good at it too. Some people are in terror of them, and some love them.When they rescue one especially pretty girl from a gang they fight over her, but its all friendly and they both recognize that she has some scars. The police hassle them and yet admire them when they break up the gang.Oh, and theyre the star pitcher and catcher for the high school baseball team!(Source: MU)"
