,Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
0,10300,32609,Sinbad: Soratobu Hime to Himitsu no Shima Pilot,Adventure,Special,1,5.29,159,Sinbad: Soratobu Hime to Himitsu no Shima pilot footage included with the DVD release. It features Sanas chase scene in which Sinbad first interacts with her. The footage was not recycled for the film and no dialogue is used.
1,10301,2101,Singles,"Romance, Shoujo",OVA,1,5.32,161,"Graduating senior Sakisaka Saki is secretly in love with her older sister Norikos boyfriend, Kazame Kaname, unaware that Noriko and Kaname have broken up. Saki hopes to escape her dilemma when she goes to college, but she ends up attending the same college as Kaname. During orientation, she is recruited to Kanames video club. He wants to film her, but so does another boy, Tachibana Daichi, who is secretly in love with her. Can the knots be untangled and true love find its true course? (Source: Orphan Fansubs)"
2,10302,32757,Skirt,Music,Music,1,4.93,74,"A music video for Fullkawa Honpos song ""Skirt."""
3,10303,11405,Skyers 5,"Action, Sci-Fi",TV,12,6.11,116,A science fiction action series about the future battles between a planetary police force and an international crime syndicate. The series plays out as a mix between science fiction and an old western. 
4,10304,28019,Slippy Dandy,"Action, Kids, Mystery",TV,4,5.75,50,"Farcical thievery in the style of Cats Eye, as the pretty blonde photographer Audrey pursues the burglar Slippy Dandy, unaware that he is really Steve, the young college boy who worships her from afar. This series of shorts was shown as part of the variety show Midnight Treasure Chamber and made in a deliberately ""American"" style (meaning brashly bright colors and redundant sound effects plastered over the action in the style of the 1960s TV Batman).(Source: The Anime Encyclopedia)"
5,10305,26321,Soba no Hana Saita Hi,"Drama, Kids",OVA,1,6.2,45,An educational film about environmentalism.
6,10306,19999,Sobakasu Pucchi,"Adventure, Comedy, Kids",TV,162,7.18,72,A kids adventure and comedy series. Each 5 minute episode aired Monday through Saturday in a continuing story which completed at the end of the week.(Source: AniDB)
7,10307,10774,Soccer Fever,"Historical, Sports",TV,51,6.47,166,"Together with the hero of this series, Brian Thompson an ex-reporter, we get to relive the great games of the Football World Cup.The story begins with the first selection which took place in Uruguay 1930 until 1994 when it was held in the United States. We also get a depiction of Thompsons life from his youth until now. We also see the game brilliantly reborn through spectacular players like Franz Beckenbauer, Müller Gard, Eusebio and the greatest of them all, Pelé.(Source: A somewhat rough translation of a summary of the series from the French site ""Planéte Jeunesse"")"
8,10308,8143,Sockies: Frontier Quest,Comedy,TV,39,5.0,123,Based on a book which introduced the culture of Sock Monkey to Japan.
9,10309,31450,Sol,"Dementia, Music",Music,1,3.77,88,"This video clip is a story of realization.A story of a child who has been inheriting a negative legacy of humankind that continuously accumulates in diverse ways. The child keeps carrying the legacy, that is too heavy and too much to bear for her body, feverishly without knowing the real meaning of the act.Soon, the child starts to act out a vision of knowledge, prayers, courage and curiosity. She realizes that positive power is the best balance towards purification and she should stop carrying on the negativity through a negative attitude.(Source: Vimeo)"
10,10310,16804,Solar I.II.III,"Action, Mecha, Shounen",Movie,1,5.3,106,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
11,10311,28573,Somei-ka no Hi no Youjin: Bouka no Tebiki Katei-hen,"Drama, Kids",OVA,1,7.33,38,An educational fire safety video for kids and their families at home.
12,10312,23979,Something Great Chizu ni Nai Machi,Slice of Life,Movie,1,8.2,70,Based on the original story by Mukainakano Yoshio.
13,10313,28555,Son Gokuu no Hi no Youjin,"Drama, Fantasy, Kids",OVA,1,8.0,53,"An educational ""dont play with fire"" safety video for kids featuring characters from the classic Saiyuuki folktale."
14,10314,30933,Son Gokuu no Koutsuu Rule Shugyou Chuu,"Drama, Fantasy, Kids",OVA,1,7.0,39,An educational film about traffic safety staring the Saiyuuki cast.
15,10315,24669,Son Gokuu Silk Road wo Tobu!!,"Adventure, Fantasy",Special,1,5.33,68,"A TV special that aired as a part of ""Nissei Family Special"" series on Fuji TV in 1982."
16,10316,16814,Son Gokuu War and the Stars,"Action, Adventure, Space",Movie,1,3.57,88,The story of the galactic hero Goku.
17,10317,30082,Sonna Boku ga Suki,"Kids, Music",Music,1,4.06,68,A music video for the song by Tama that was featured on NHKs Minna no Uta program.
18,10318,18283,Sonyeon 007 Eunhateukgongdae,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space",Movie,1,3.42,68,A 1980 Korean Mecha movie from 007 franchise.
19,10319,18303,Sonyeon 007 Jihajeguk,"Action, Adventure, Sci-Fi, Shounen",Movie,1,4.7,62,A 1981 movie from 007 franchise.
20,10320,22393,Sora e,"Fantasy, Kids, Music",Music,1,5.56,116,"Two souls, an ermine and a dolphin, dance and explore the world full of beautiful landscapes with a gorgeous palette of colours and sees the cycle of life."
21,10321,22791,Sora Iro Hana Iro,"Drama, Slice of Life",Movie,1,6.25,55,"A woman and a dog go on a spiritual journey and undergo a spiritual transformation while wandering in a forest side-by-side.Sora Iro Hana Iro is not a straight-forward narrative story, but rather series of subjective impressions to tell us more about the state of mind of the female protagonist.(Source: Nishikata Film Review) "
22,10322,31948,Sora no Arawashi,"Action, Drama",Movie,1,6.17,51,Short movie by Noburou Oofuji.
23,10323,21517,Soratobu Usagi no Yuukai Boushi: Boku Iya Da yo!,Kids,OVA,1,4.73,64,An educational anime designed to prevent child abduction.(Source: AniDB)
24,10324,21941,Sore Ike! Anpanman: Anpanman no Jin-Jin-Jingle Bells,"Comedy, Fantasy, Kids",Special,1,5.82,74,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
25,10325,16988,Sore Ike! Anpanman: Anpanman to Christmas no Hoshi,"Comedy, Fantasy, Kids",Special,1,5.64,85,A special Christmas episode. 
26,10326,21933,Sore Ike! Anpanman: Anpanman to Happy Otanjoubi,"Comedy, Fantasy, Kids",Movie,1,5.06,76,An animated short movie about Anpanman an his friends preparing for celebrating a birthday.
28,10328,21935,Sore Ike! Anpanman: Anpanman to Okashi na Nakama,"Comedy, Fantasy, Kids",Movie,1,4.94,75,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
29,10329,21973,Sore Ike! Anpanman: Anpanman to Oyakusoku,"Comedy, Fantasy, Kids",OVA,2,5.07,72,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
30,10330,27501,Sore Ike! Anpanman: Anpanman to Tanoshii Nakama-tachi,"Adventure, Fantasy, Kids",Movie,1,6.5,73,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
31,10331,21937,Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,"Comedy, Fantasy, Kids",Movie,1,5.12,80,"Anpanmans friends get the spotlight in this collection of three adventures. In the first, Baikinman kidnaps Anpanman and others and its up to the toddler Aka-chanman to save them from Baikinmans dangerous amusement park, the Baikin-dome! The next story takes place in a wild west setting, where Baikinman and his Kabi Gang are hijacking train deliveries. SLman, a steam locomotive, and Currypanman agree to make an important food delivery, but can they overcome Baikinmans Gang? The third and last segment has Anpanman and his friends building handmade vehicles to go on a trip together, and as each new one joins the group, they sing their theme songs, creating an Anpanman song medley!(Source: Shiteater Fansubs)"
32,10332,10061,Sore Ike! Anpanman: Baikinman no Gyakushuu,"Comedy, Fantasy, Kids",Movie,1,5.89,124,"Baikinsennin tells Baikinman about a magical vase called ""Mekoisu no tsubo"" that could grant him the power to destroy Anpanman. A princess of the perished Yaada-koku, Yaada-hime, also seeks the vase to restore her kingdom to its glory. When Anpanman joins forces with her, a furious chase ensues with both sides trying to get their hands on the vase.(Source: ANN)"
33,10333,21943,Sore Ike! Anpanman: Baikinman to 3 Bai Punch,"Comedy, Fantasy, Kids",Movie,1,5.35,76,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
34,10334,21945,Sore Ike! Anpanman: Baikinman vs. Baikinman!?,"Comedy, Fantasy, Kids",Movie,1,5.25,73,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
35,10335,9007,Sore Ike! Anpanman: Black Nose to Mahou no Uta,"Comedy, Fantasy, Kids",Movie,1,5.74,132,22nd Anpanman short movie.
36,10336,27371,Sore Ike! Anpanman: Bokura wa Hero,"Comedy, Fantasy, Kids",Movie,1,5.3,71,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
37,10337,17213,Sore Ike! Anpanman: Dadandan to Futago no Hoshi,"Comedy, Kids",Movie,1,5.19,87,21st Anpanman movie.
38,10338,22037,Sore Ike! Anpanman: Dokin-chan no Dokidoki Calendar,"Comedy, Fantasy, Kids, Sci-Fi",Movie,1,5.64,68,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
39,10339,17004,Sore Ike! Anpanman: Franken-Robo-kun&#039;s Surprised Christmas,"Comedy, Fantasy, Kids, Super Power",Special,1,5.69,81,A special Christmas episode.
40,10340,21947,Sore Ike! Anpanman: Gomira no Hoshi,"Comedy, Fantasy, Kids",Movie,1,5.47,74,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
41,10341,17215,Sore Ike! Anpanman: Happy no Daibouken,"Comedy, Kids",Movie,1,5.35,82,17th Anpanman movie.
