,Unnamed: 0,anime_id,name,genre,type,episodes,rating,members,synopsis
0,11100,33064,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,"Action, Drama, Military, Sci-Fi, Space",OVA,Unknown,,2058,"Three years since the return of the legendary Space Battleship Yamato, Earth has begun rebuilding itself and has made peace with the Gamilans. However, this recovery comes at the cost of utilizing the forbidden Wave Motion technology. Meanwhile, the notorious former crew members of the Yamato, who have each gone their separate ways, receive a psychic message from the mysterious Goddess Teresa. She urges them to return to their beloved ship and travel to the distant planet Terezart. They are promised a revolutionary power to combat the unprecedented threat of the relentless Gatlantis Empire, who are approaching Earth with all but innocent intentions.Unable to resist her plea, the crew reassembles and sets sail on another perilous intergalactic voyage, one that will test their sheer courage and versatility in the face of an even greater foe."
1,11101,33478,UQ Holder!,"Action, Fantasy, Magic, Sci-Fi, Shounen",,Unknown,,2341,"Touta Konoe is an ordinary boy raised in a small rural town. His mundane life suddenly changes when his mentor, Katherine McDowell, reveals herself to be a vampire; after saving Touta from a mortal wound, she causes him to become immortal as well.Already yearning to explore the world, young Touta finally puts his dream to ascend to the top of Amanomihashira—a tower that leads to outer space—into realization. Along the way, he finds a secret society filled with immortals just like him called ""UQ Holders."" Gaining new comrades and mentorship along the way, Touta embarks on his own unique, magical adventure."
2,11102,32924,Urara Meirochou,"Comedy, Seinen, Slice of Life",TV,Unknown,,4305,"Labyrinth Town is a legendary city composed of ten districts, home to witches and diviners alike. In the outermost district of this maze, many young girls begin training to join the ranks of the ""Urara,"" a group of women known far and wide for their ability to divine the answers to the worlds most difficult questions. Chiya, a wild girl raised amongst the animals in the mountains, is invited to take her rightful place as a first rank urara. By joining them, she hopes to divine the location of her long-lost mother.Chiya quickly makes three friends: studious Kon Tatsumi, aspiring witch Koume Yukimi, and reticent Nono Natsume. Armed with only their own ingenuity and a vague connection to the gods, they begin their journey in the way of the urara."
4,11104,34522,"Wake Up, Girls! Shin Shou","Drama, Music",TV,Unknown,,381,"""Wake Up, Girls!"" is the story of growth and friendship of seven girls living in Sendai, Miyagi who form the idol group ""Wake Up, Girls! (WUG)"" and work together to become top idols.Operating under a small production company in Sendai known as ""Green Leaves Entertainment,"" WUG overcame countless obstacles to beat national idol group ""I-1 club"" at the Idol Festival and win the event. They had suddenly become top idols... but with an idol recession going on, things werent so easy. The days of steady and honest idol work continued for the girls.Meanwhile, Sendai-based middle school trio Hayashi Ayumi, Morishima Otome, and Atsugi Itsuka have developed an increasing desire to become idols...(Source: wikia.com)"
6,11106,34467,Yami Shibai 4th Season,"Dementia, Horror, Supernatural",TV,Unknown,,1838,"Excited children gather around the enigmatic masked Storyteller once more. His unique kamishibai storytelling draws them into tales of fear and dread. These are dark and foreboding stories, which could happen to anyone...This season has tales of a salaryman who buries a dead cat, only to be haunted soon after; a college student and her cheap new apartment that hides a ghastly secret; boys exploring an abandoned haunted house before coming across a strange fish tank; a man who finds himself on the wrong bus, and in more danger than he thought possible; and a young couples visit to an amusement park, which suddenly takes a dark turn. All these stories and more await in Yami Shibai 4."
7,11107,32615,Youjo Senki,"Magic, Military",TV,Unknown,,6652,"Tanya Degurechaff is a young soldier infamous for predatorial-like ruthlessness and an uncanny, tactical aptitude, earning her the nickname of the ""Devil of the Rhine."" Underneath her innocuous appearance, however, lies the soul of a man who challenged Being X, the self-proclaimed God, to a battle of wits—which resulted in him being reincarnated as a little girl into a world of magical warfare. Hellbent on defiance, Tanya resolves to ascend the ranks of her countrys military as it slowly plunges into world war, with only Being X proving to be the strongest obstacle in recreating the peaceful life she once knew. But her perceptive actions and combat initiative have an unintended side effect: propelling the mighty Empire into becoming one of the most powerful nations in mankinds history."
8,11108,32222,Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,"Comedy, Kids, Supernatural",Movie,1,,237,When a giant flying whale suddenly appears over Sakura New Town and its sound is heard the Yo-Kai undergo a transformation. The characters soon realize that as a result they have become corporeal and exist in a material world. This is the third film in the Yok-Kai Watch series based on the hit game.(Source: IMDb)
9,11109,34471,Youkai Watch Movie 4,"Comedy, Kids, Supernatural",Movie,1,,169,"Taking place 30 years after the events of the original Youkai Watch TV series. There was once a 11 year old boy named Keita Amano who held a wristwatch that could command Youkai, he would make friends with the Youkai and fulfill a great many deeds. But when the boy grew up, he lost his ability to see Youkai. And as for the wristwatch that could control Youkai, its existence threatened to disturb the balance between human and Youkai worlds, so it was cast away into oblivion beyond time and space. Soon ... the story of the Youkai controlling wristwatch became but a legend. But then, something took place after many, many years had passed ... an epidemic Youkai virus known as Onimaro started affecting people with malevolent intentions and is spreading indefinitely, turning them into Kaodeka Oni and causing chaos throughout the city. With the end near, only the ones chosen by a new Youkai Watch can stand up against the upcoming threat and would save both Youkai and humans from certain destruction.(Source: Wiki)"
10,11110,34284,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,"Drama, Fantasy, Magic, Slice of Life",TV,6,,2593,"Three girls have been chosen by the great Shinju-sama to be heroes and fight against the destructive beings known as Vertexes—enemies that threaten the harmony and safety of the world.Unsure of when they would be called to duty, Sumi Washio, Sonoko Nogi, and Gin Minowa spent their time idly. However, with the sudden appearance of a Vertex, they realize they have no idea how to fight together as magical girls when they are nearly bested. They manage to defeat their enemy by sheer determination, but in the aftermath of the battle, the three decide to fix their teamwork issues and improve their combat capabilities.But as more enemies appear—and requiring even more power to defeat their nemeses—the girls may find themselves irreversibly changed by the use of their magic. What price will they have to pay to ensure victory, and is it one worth paying if humanity will be saved?"
11,11111,34445,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,"Drama, Fantasy, Magic, Slice of Life",TV,6,,4439,"Having fulfilled their destiny during the events of  Yuuki Yuuna wa Yuusha de Aru, Sanshu Middle Schools Hero Club—consisting of Yuuna Yuuki, Karin Miyoshi, and siblings Fuu and Itsuki Inubouzaki—is back in full swing, helping out those in need wherever they can. They have also gained a new member, a hero from the past named Sonoko Nogi. But eventually they notice that someone who should be among them, Mimori Tougou, is missing; any trace of her existence is completely gone, save for the girls memories.With no leads on Tougous whereabouts, the girls regain the ability to transform and begin the desperate search for their lost friend. But what they find is more shocking than any of them could ever have imagined, and the consequences of their actions begin to change life as they know it."
